key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
65544,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#21","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,30,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75,50,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLevePursuit",1,"対象をせん滅","対象を追撃して倒せ","",0,0
65545,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#21","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,30,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLevePursuit",2,"対象をせん滅","対象を追撃して倒せ","",0,0
65546,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#21","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,30,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLevePursuit",3,"対象をせん滅","対象を追撃して倒せ","",0,0
65547,10,20,30,40,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,"",0,"","","",0,0
65548,5,10,15,20,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#15","BNpcBase#21","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,"",0,"","","",0,0
65549,20,40,60,80,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#21","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,30,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,"",0,"","","",0,0
65550,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,900,0,180,90,0,0,0,0,70,0,60,30,0,0,0,0,70,0,100,80,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLeveConciliate",1,"対象を弱らせて
<If(Equal(IntegerParameter(1),0))>エモート「なだめる」<Else/><Sheet(EventItem,IntegerParameter(1),0)/></If>を使って手懐けろ","","",0,0
65551,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#4","BNpcBase#15","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,900,0,180,90,0,0,0,0,70,0,60,30,0,0,0,0,70,0,100,80,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLeveConciliate",2,"対象を弱らせて
<If(Equal(IntegerParameter(1),0))>エモート「なだめる」<Else/><Sheet(EventItem,IntegerParameter(1),0)/></If>を使って手懐けろ","","",0,0
65552,0,0,0,0,0,0,0,0,"イゾドレール宛の書簡","BNpcBase#20","BNpcBase#4","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",0,30,30,0,0,0,0,0,"","","","","","","","","キャリオンチゴーの卵袋",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,50,20,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLeveSearch",1,"","","",0,0
65553,0,0,0,0,0,0,0,0,"イゾドレール宛の書簡","BNpcBase#20","BNpcBase#4","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",0,30,30,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,4,25,10,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLeveSearch",2,"","","",0,0
65554,0,0,0,0,0,0,0,0,"イゾドレール宛の書簡","BNpcBase#20","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",0,30,0,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,"BattleLeveSearch",3,"","","",0,0
65555,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#20","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,0,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"BattleLeveDetect",1,"<If(Equal(IntegerParameter(1),0))>対象を攻撃し<Else/><Sheet(EventItem,IntegerParameter(1),0)/>を使用し</If>
正体を見破って討伐せよ","","",0,0
65556,0,0,0,0,0,0,0,0,"BNpcBase#17","BNpcBase#4","BNpcBase#22","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,0,0,0,0,0,"","","","","","","","",,,,,,,,,10,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"BattleLeveDetect",2,"<If(Equal(IntegerParameter(1),0))>対象を攻撃し<Else/><Sheet(EventItem,IntegerParameter(1),0)/>を使用し</If>
正体を見破って討伐せよ","","",0,0
65557,0,0,0,0,0,0,0,0,"BNpcBase#138","BNpcBase#4","BNpcBase#37","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,"BattleLeveRound",1,"所定の地点を巡り、敵を撃退せよ","","",0,0
65558,0,0,0,0,0,0,0,0,"BNpcBase#138","BNpcBase#4","BNpcBase#37","BNpcBase#5","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,30,30,30,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,"BattleLeveRound",1,"所定の地点を巡り、敵を撃退せよ","","",0,0
