key,0,1,2
87,"墨黑君子束裤",2103,"季节活动装备2"
88,"粉白君子束裤",2104,"季节活动装备2"
89,"金黄君子束裤",2105,"季节活动装备2"
90,"墨黑淑女束裤",2106,"季节活动装备2"
91,"粉白淑女束裤",2107,"季节活动装备2"
92,"金黄淑女束裤",2108,"季节活动装备2"
93,"二齿木屐",2115,"季节活动装备2"
94,"舟形木屐",2116,"季节活动装备2"
95,"深红圆锥帽",4020,"购入特典及其他"
96,"星辉三角裤",4021,"购入特典及其他"
97,"游隼头盔",4022,"购入特典及其他"
98,"奇智围巾",4023,"购入特典及其他"
99,"白鸦",4024,"购入特典及其他"
100,"残戮者之冠",3001,"成就报酬装备"
101,"记录者之冠",3002,"成就报酬装备"
102,"探究者之冠",3003,"成就报酬装备"
103,"赌博者之冠",3005,"成就报酬装备"
104,"流光手锯",3009,"成就报酬装备"
105,"流光鸟嘴锤",3010,"成就报酬装备"
106,"流光圆头锤",3011,"成就报酬装备"
107,"流光雕金锤",3012,"成就报酬装备"
108,"流光裁皮刀",3013,"成就报酬装备"
109,"流光缝针",3014,"成就报酬装备"
110,"流光蒸馏器",3015,"成就报酬装备"
111,"流光平底锅",3016,"成就报酬装备"
112,"流光鹤嘴锄",3017,"成就报酬装备"
113,"流光手斧",3018,"成就报酬装备"
114,"流光钓竿",3019,"成就报酬装备"
115,"黑涡纹章盾",3041,"成就报酬装备"
116,"恒辉纹章盾",3043,"成就报酬装备"
117,"双蛇纹章盾",3042,"成就报酬装备"
118,"深红龙船耳章",3044,"成就报酬装备"
119,"金边天平耳章",3046,"成就报酬装备"
120,"双蛇百合耳章",3045,"成就报酬装备"
121,"深红龙船戒指",3047,"成就报酬装备"
122,"金边天平戒指",3049,"成就报酬装备"
123,"双蛇百合戒指",3048,"成就报酬装备"
124,"陆行鸟面具",3054,"成就报酬装备"
125,"卫月独角",3053,"成就报酬装备"
126,"唤灵长角",1041,"神器装备"
127,"唤灵长衫",1042,"神器装备"
128,"唤灵腰裙",1043,"神器装备"
129,"唤灵手箍",1044,"神器装备"
130,"唤灵长靴",1045,"神器装备"
131,"学士方帽",1046,"神器装备"
132,"学士外衣",1047,"神器装备"
133,"学士裙裤",1048,"神器装备"
134,"学士手套",1049,"神器装备"
135,"学士高靴",1050,"神器装备"
136,"莫古莫古帽",4005,"购入特典及其他"
137,"光之头盔",11027,"购入特典及其他"
138,"莫古莫古耳坠",4006,"购入特典及其他"
139,"仙人掌耳坠",4007,"购入特典及其他"
140,"爆弹怪耳坠",4008,"购入特典及其他"
141,"纯黑男式夏衣",4015,"购入特典及其他"
142,"纯黑男式夏裤",4016,"购入特典及其他"
143,"纯黑女式夏衣",4017,"购入特典及其他"
144,"纯黑女式夏裤",4018,"购入特典及其他"
145,"乱波半首",1026,"神器装备"
146,"乱波锁帷子",1027,"神器装备"
147,"乱波袴",1028,"神器装备"
148,"乱波手甲",1029,"神器装备"
149,"乱波缠足",1030,"神器装备"
150,"加隆德护目镜",4001,"购入特典及其他"
151,"洋葱头盔",4002,"购入特典及其他"
152,"阿修罗护臂",4003,"购入特典及其他"
153,"赫尔墨斯之靴",4004,"购入特典及其他"
154,"银箔灵蛇武士盔",2005,"季节活动装备4"
155,"奔马武士盔",2006,"季节活动装备4"
156,"朱漆奔马武士盔",2007,"季节活动装备4"
157,"金箔奔马武士盔",2008,"季节活动装备4"
158,"黑骑奔马武士盔",2009,"季节活动装备4"
159,"夜暮男式夏衣",2068,"季节活动装备2"
160,"条纹男式夏衣",2069,"季节活动装备2"
161,"晨曦女式夏衣",2077,"季节活动装备2"
162,"条纹女式夏衣",2078,"季节活动装备2"
163,"夜暮男式夏裤",2086,"季节活动装备2"
164,"条纹男式夏裤",2087,"季节活动装备2"
165,"晨曦女式夏裤",2094,"季节活动装备2"
166,"条纹女式夏裤",2095,"季节活动装备2"
167,"尖啸幽灵套装",2127,"季节活动装备3"
168,"哭泣幽灵套装",2128,"季节活动装备3"
169,"探究者外衣",3004,"成就报酬装备"
170,"军阀王冠",3006,"成就报酬装备"
171,"游击王冠",3007,"成就报酬装备"
172,"剑术大师戒指",3021,"成就报酬装备"
173,"拳术大师戒指",3022,"成就报酬装备"
174,"斧术大师戒指",3023,"成就报酬装备"
175,"枪术大师戒指",3024,"成就报酬装备"
176,"弓术大师戒指",3025,"成就报酬装备"
177,"幻术大师戒指",3027,"成就报酬装备"
178,"咒术大师戒指",3028,"成就报酬装备"
179,"秘术大师戒指",3029,"成就报酬装备"
180,"刻木大师戒指",3030,"成就报酬装备"
181,"锻铁大师戒指",3031,"成就报酬装备"
182,"铸甲大师戒指",3032,"成就报酬装备"
183,"雕金大师戒指",3033,"成就报酬装备"
184,"制革大师戒指",3034,"成就报酬装备"
185,"裁衣大师戒指",3035,"成就报酬装备"
186,"炼金大师戒指",3036,"成就报酬装备"
187,"烹调大师戒指",3037,"成就报酬装备"
188,"采矿大师戒指",3038,"成就报酬装备"
189,"园艺大师戒指",3039,"成就报酬装备"
190,"捕鱼大师戒指",3040,"成就报酬装备"
191,"深红龙船手镯",3050,"成就报酬装备"
192,"双蛇百合手镯",3051,"成就报酬装备"
193,"金边天平手镯",3052,"成就报酬装备"
194,"陆行鸟套装",3055,"成就报酬装备"
195,"乌利库梅手锯",1051,"神器装备"
196,"伏尔甘神锤",1052,"神器装备"
197,"库尔达雷贡神锤",1053,"神器装备"
198,"乌尔卡卦利神锤",1054,"神器装备"
199,"萍嘉神刀",1055,"神器装备"
200,"克洛托缝针",1056,"神器装备"
201,"帕拉塞尔苏斯蒸馏器",1057,"神器装备"
202,"蔷提可神锅",1058,"神器装备"
203,"玛门魔锄",1059,"神器装备"
204,"劳尼神斧",1060,"神器装备"
205,"阿耳刻悠妮神竿",1061,"神器装备"
206,"怒火剑",23053,"季节活动装备5"
207,"织女星指虎",23054,"季节活动装备5"
208,"路希巨斧",23055,"季节活动装备5"
209,"刃状长矛",23056,"季节活动装备5"
210,"逐星者",23057,"季节活动装备5"
211,"镶边杖",23058,"季节活动装备5"
212,"莫古力手杖",23059,"季节活动装备5"
213,"魔导翼书",23060,"季节活动装备5"
214,"诺拉长袍",23061,"季节活动装备5"
215,"诺拉手套",23062,"季节活动装备5"
216,"诺拉长裤",23063,"季节活动装备5"
217,"诺拉短靴",23064,"季节活动装备5"
218,"圣府军外套",23065,"季节活动装备5"
219,"圣府军手套",23066,"季节活动装备5"
220,"圣府军短裙",23067,"季节活动装备5"
221,"圣府军长靴",23068,"季节活动装备5"
222,"莽汉面具",4014,"季节活动装备5"
223,"雪人头",2144,"季节活动装备4"
224,"雪人服",2145,"季节活动装备4"
225,"雪人手套",2146,"季节活动装备4"
226,"恋人帽",2069,"季节活动装备4"
227,"恋人围裙服",2070,"季节活动装备4"
228,"恋人围裙装",2071,"季节活动装备4"
229,"恋人连指手套",2072,"季节活动装备4"
230,"恋人长裤",2073,"季节活动装备4"
231,"恋人短裙",2074,"季节活动装备4"
232,"恋人厚底鞋",2075,"季节活动装备4"
233,"黑炎君子浴衣",2109,"季节活动装备2"
234,"白炎君子浴衣",2110,"季节活动装备2"
235,"苍炎君子浴衣",2111,"季节活动装备2"
236,"红蝶淑女浴衣",2112,"季节活动装备2"
237,"苍蝶淑女浴衣",2113,"季节活动装备2"
238,"桃蝶淑女浴衣",2114,"季节活动装备2"
239,"怪诞帽子",2129,"季节活动装备3"
240,"怪诞长袍",2130,"季节活动装备3"
241,"怪诞紧身裤",2131,"季节活动装备3"
242,"怪诞尖头靴",2132,"季节活动装备3"
243,"南瓜耳坠",2133,"季节活动装备3"
244,"最优长外衣",3008,"成就报酬装备"
245,"加隆德鱼竿",3020,"成就报酬装备"
246,"双剑大师戒指",3026,"成就报酬装备"
247,"吉羊武士盔",2010,"季节活动装备4"
248,"黑漆吉羊武士盔",2011,"季节活动装备4"
249,"朱漆吉羊武士盔",2012,"季节活动装备4"
250,"白漆吉羊武士盔",2013,"季节活动装备4"
251,"星芒圆锥帽",2147,"季节活动装备4"
252,"星芒装",2148,"季节活动装备4"
253,"飘雪紧身裤",2149,"季节活动装备4"
254,"飘雪高筒靴",2150,"季节活动装备4"
255,"假胡子",2151,"季节活动装备4"
256,"",0,"购入特典及其他"
257,"",0,"购入特典及其他"
258,"",0,"购入特典及其他"
259,"",0,"购入特典及其他"
260,"南海男式坎肩",2117,"季节活动装备2"
261,"南海女式连衣裙",2118,"季节活动装备2"
262,"南海男式短裤",2119,"季节活动装备2"
263,"南海女式夏裤",2120,"季节活动装备2"
264,"南海男式条纹坎肩",2121,"季节活动装备2"
265,"南海女式条纹连衣裙",2122,"季节活动装备2"
266,"",0,"购入特典及其他"
267,"巴隆头盔",14033,"购入特典及其他"
268,"巴隆头冠",14034,"购入特典及其他"
269,"巴隆耳坠",14035,"购入特典及其他"
270,"野玫瑰头巾",12028,"购入特典及其他"
271,"野玫瑰铠甲",12029,"购入特典及其他"
272,"野玫瑰护臂",12030,"购入特典及其他"
273,"野玫瑰马裤",12031,"购入特典及其他"
274,"野玫瑰皮靴",12032,"购入特典及其他"
275,"野战指挥官盔帽",3057,"成就报酬装备"
276,"野战指挥官外套",3058,"成就报酬装备"
277,"野战指挥官手套",3059,"成就报酬装备"
278,"野战指挥官工作裤",3060,"成就报酬装备"
279,"野战指挥官筒靴",3061,"成就报酬装备"
280,"史莱姆耳坠",4012,"季节活动装备5"
281,"哥布林兜帽",4025,"购入特典及其他"
282,"渡渡鸟耳坠",4009,"购入特典及其他"
283,"史莱姆王帽子",4013,"季节活动装备5"
284,"胖陆行鸟头",4026,"购入特典及其他"
285,"孤云坎肩",17036,"购入特典及其他"
286,"孤云手套",17037,"购入特典及其他"
287,"孤云长裤",17038,"购入特典及其他"
288,"孤云皮靴",17039,"购入特典及其他"
289,"桃香项环",2038,"季节活动装备1"
290,"质朴蛋耳坠",3010,"季节活动装备1"
291,"暗黑蛋耳坠",3011,"季节活动装备1"
292,"三色蛋耳坠",3012,"季节活动装备1"
293,"迷彩蛋耳坠",3013,"季节活动装备1"
294,"竞赛陆行鸟面具",3056,"成就报酬装备"
295,"魔女帽",2134,"季节活动装备3"
296,"魔女短上衣",2135,"季节活动装备3"
297,"魔女手套",2136,"季节活动装备3"
298,"魔女长靴",2137,"季节活动装备3"
299,"天水影流钵铁",21048,"季节活动装备5"
300,"天水影流斗衣",21049,"季节活动装备5"
301,"天水影流手甲",21050,"季节活动装备5"
302,"天水影流佩楯",21051,"季节活动装备5"
303,"天水影流护胫",21052,"季节活动装备5"
304,"驯鹿茸角",2141,"季节活动装备4"
305,"驯鹿手套",2142,"季节活动装备4"
306,"驯鹿蹄靴",2143,"季节活动装备4"
307,"圣人胡须",2153,"季节活动装备4"
308,"圣人帽",2152,"季节活动装备4"
309,"勿视武士盔",2014,"季节活动装备4"
310,"勿言武士盔",2015,"季节活动装备4"
311,"勿听武士盔",2016,"季节活动装备4"
312,"黑羽平顶帽",2076,"季节活动装备4"
313,"红羽平顶帽",2077,"季节活动装备4"
314,"白金情人耳坠",2081,"季节活动装备4"
315,"情人耳坠",2082,"季节活动装备4"
316,"君子水干",2033,"季节活动装备1"
317,"淑女水干",2034,"季节活动装备1"
318,"君子木屐",2035,"季节活动装备1"
319,"淑女木屐",2036,"季节活动装备1"
320,"古菩猩猩耳坠",4010,"购入特典及其他"
321,"坦塔罗斯坎肩",19044,"购入特典及其他"
322,"坦塔罗斯护袖",19045,"购入特典及其他"
323,"坦塔罗斯马裤",19046,"购入特典及其他"
324,"坦塔罗斯短靴",19047,"购入特典及其他"
325,"远征航空帽",3062,"成就报酬装备"
326,"妖刀·猫丸",4070,"季节活动装备5"
327,"宇宙拳套",4072,"季节活动装备5"
328,"百斩斧·赤猫",4073,"季节活动装备5"
329,"蛇枪·鸦丸",4074,"季节活动装备5"
330,"智者大弓",4075,"季节活动装备5"
331,"九尾双剑",4076,"季节活动装备5"
332,"同田贯·冬猫",4077,"季节活动装备5"
333,"F型波动炮",4078,"季节活动装备5"
334,"白犬杖",4079,"季节活动装备5"
335,"雪姬杖",4080,"季节活动装备5"
336,"凭依教典",4081,"季节活动装备5"
337,"朱犬之书",4082,"季节活动装备5"
338,"幸运天球仪",4083,"季节活动装备5"
339,"圆阵猫盾",4071,"季节活动装备5"
340,"妖怪手表",4069,"季节活动装备5"
341,"传代战士战冠",2123,"季节活动装备2"
342,"传代战士铠甲",2124,"季节活动装备2"
343,"传代战士护臂",2125,"季节活动装备2"
344,"传代战士马裤",2126,"季节活动装备2"
345,"传代战士铠靴",2127,"季节活动装备2"
346,"巧儿鸟耳坠",4011,"购入特典及其他"
347,"巨龙单眼镜",3063,"成就报酬装备"
348,"星芒长袍",2154,"季节活动装备4"
349,"吸血鬼坎肩",2138,"季节活动装备3"
350,"朱漆雄鸡武士盔",2017,"季节活动装备4"
351,"黑漆雄鸡武士盔",2018,"季节活动装备4"
352,"狮心夹克",18040,"购入特典及其他"
353,"狮心手套",18041,"购入特典及其他"
354,"狮心打底裤",18042,"购入特典及其他"
355,"狮心矮靴",18043,"购入特典及其他"
356,"小黄莺礼帽",2040,"季节活动装备1"
357,"小黄莺上衣",2042,"季节活动装备1"
358,"小黄莺手套",2044,"季节活动装备1"
359,"小黄莺短裙",2046,"季节活动装备1"
360,"小黄莺矮靴",2048,"季节活动装备1"
361,"总管礼帽",2039,"季节活动装备1"
362,"总管外套",2041,"季节活动装备1"
363,"总管半指护手",2043,"季节活动装备1"
364,"总管马裤",2045,"季节活动装备1"
365,"总管矮靴",2047,"季节活动装备1"
366,"弱鸡匕首",4048,"购入特典及其他"
367,"阿拉米格耳坠",4049,"购入特典及其他"
368,"红莲节上衣",2128,"季节活动装备2"
369,"红莲节小袴",2129,"季节活动装备2"
370,"红莲节草履",2130,"季节活动装备2"
371,"人狼耳朵",2139,"季节活动装备3"
372,"人狼身体",2140,"季节活动装备3"
373,"人狼手臂",2141,"季节活动装备3"
374,"人狼臀部",2142,"季节活动装备3"
375,"人狼脚掌",2143,"季节活动装备3"
376,"人狼脚爪",2144,"季节活动装备3"
377,"白漆忠犬武士盔",2019,"季节活动装备4"
378,"黑漆忠犬武士盔",2020,"季节活动装备4"
379,"金猪武士盔",2021,"季节活动装备4"
380,"朱漆金猪武士盔",2022,"季节活动装备4"
381,"火神面具",4050,"购入特典及其他"
382,"土神面具",4051,"购入特典及其他"
383,"女仆发带",4052,"购入特典及其他"
384,"女仆围裙装",4053,"购入特典及其他"
385,"女仆腕带",4054,"购入特典及其他"
386,"女仆蓬松裤",4055,"购入特典及其他"
387,"女仆礼鞋",4056,"购入特典及其他"
388,"管家单眼镜",4057,"购入特典及其他"
389,"管家燕尾服",4058,"购入特典及其他"
390,"管家手套",4059,"购入特典及其他"
391,"管家长裤",4060,"购入特典及其他"
392,"管家礼鞋",4061,"购入特典及其他"
393,"如意金箍棒",4062,"购入特典及其他"
394,"上仙紧箍",4063,"购入特典及其他"
395,"上仙斗衣",4064,"购入特典及其他"
396,"上仙数珠",4065,"购入特典及其他"
397,"上仙长裤",4066,"购入特典及其他"
398,"上仙缠足",4067,"购入特典及其他"
399,"凯特西猫耳",4068,"购入特典及其他"
400,"莫古莫古头套",4069,"购入特典及其他"
401,"莫古莫古身体",4070,"购入特典及其他"
402,"莫古莫古手臂",4071,"购入特典及其他"
403,"莫古莫古短裙",4072,"购入特典及其他"
404,"莫古莫古长靴",4073,"购入特典及其他"
405,"艾普上衣",20001,"购入特典及其他"
406,"艾普手套",20002,"购入特典及其他"
407,"艾普短裤",20003,"购入特典及其他"
408,"艾普矮靴",20004,"购入特典及其他"
409,"大召唤士礼服",20005,"购入特典及其他"
410,"大召唤士护臂",20006,"购入特典及其他"
411,"大召唤士长靴",20007,"购入特典及其他"
412,"永夏墨镜",2131,"季节活动装备2"
413,"永夏短衣",2132,"季节活动装备2"
414,"永夏短裤",2133,"季节活动装备2"
415,"永夏凉鞋",2134,"季节活动装备2"
416,"唱诗班礼帽",2155,"季节活动装备4"
417,"唱诗班长袍",2156,"季节活动装备4"
418,"唱诗班皮靴",2157,"季节活动装备4"
419,"朱漆福鼠武士盔",2023,"季节活动装备4"
420,"青漆福鼠武士盔",2024,"季节活动装备4"
421,"玛托雅的帽子",21001,"购入特典及其他"
422,"以太之光耳坠",4074,"购入特典及其他"
423,"路西斯王子的外套",23069,"季节活动装备5"
424,"路西斯王子的半指手套",23070,"季节活动装备5"
425,"路西斯王子的打底裤",23071,"季节活动装备5"
426,"路西斯王子的皮靴",23072,"季节活动装备5"
427,"花冠",2049,"季节活动装备1"
428,"魔石精外套",3014,"季节活动装备1"
429,"魔石精打底裤",3015,"季节活动装备1"
430,"魔石精皮靴",3016,"季节活动装备1"
431,"基迦巨剑",2083,"季节活动装备4"
432,"冬贝利菜刀",2084,"季节活动装备4"
433,"红莲节缠头带",2135,"季节活动装备2"
434,"白漆莫古力面具",2136,"季节活动装备2"
435,"黑漆莫古力面具",2137,"季节活动装备2"
436,"涂漆鲶鱼精面具",2138,"季节活动装备2"
437,"红莲节白染法被",2139,"季节活动装备2"
438,"红莲节红染法被",2140,"季节活动装备2"
439,"红莲节黑染法被",2141,"季节活动装备2"
440,"红莲节足袋",2142,"季节活动装备2"
441,"左轮枪刃",18044,"购入特典及其他"
442,"缎带",4075,"购入特典及其他"
443,"朱漆壮牛武士盔",2025,"季节活动装备4"
444,"黑漆壮牛武士盔",2026,"季节活动装备4"
445,"玫瑰花恋人帽",2085,"季节活动装备4"
446,"玫瑰花恋人坎肩",2086,"季节活动装备4"
447,"玫瑰花恋人手套",2087,"季节活动装备4"
448,"玫瑰花恋人长裤",2088,"季节活动装备4"
449,"玫瑰花恋人皮鞋",2089,"季节活动装备4"
450,"勿忘草恋人帽",2090,"季节活动装备4"
451,"勿忘草恋人坎肩",2091,"季节活动装备4"
452,"勿忘草恋人手套",2092,"季节活动装备4"
453,"勿忘草恋人长裤",2093,"季节活动装备4"
454,"勿忘草恋人皮鞋",2094,"季节活动装备4"
455,"相思树恋人帽",2095,"季节活动装备4"
456,"相思树恋人坎肩",2096,"季节活动装备4"
457,"相思树恋人手套",2097,"季节活动装备4"
458,"相思树恋人长裤",2098,"季节活动装备4"
459,"相思树恋人皮鞋",2099,"季节活动装备4"
460,"玫瑰花恋人缎带帽",2100,"季节活动装备4"
461,"玫瑰花恋人礼服",2101,"季节活动装备4"
462,"玫瑰花恋人缎带手套",2102,"季节活动装备4"
463,"玫瑰花恋人紧身裤",2103,"季节活动装备4"
464,"玫瑰花恋人高跟鞋",2104,"季节活动装备4"
465,"勿忘草恋人缎带帽",2105,"季节活动装备4"
466,"勿忘草恋人礼服",2106,"季节活动装备4"
467,"勿忘草恋人缎带手套",2107,"季节活动装备4"
468,"勿忘草恋人紧身裤",2108,"季节活动装备4"
469,"勿忘草恋人高跟鞋",2109,"季节活动装备4"
470,"相思树恋人缎带帽",2110,"季节活动装备4"
471,"相思树恋人礼服",2111,"季节活动装备4"
472,"相思树恋人缎带手套",2112,"季节活动装备4"
473,"相思树恋人紧身裤",2113,"季节活动装备4"
474,"相思树恋人高跟鞋",2114,"季节活动装备4"
475,"总管单眼镜",2050,"季节活动装备1"
476,"皇家桃花头花",2051,"季节活动装备1"
477,"兔子头",3017,"季节活动装备1"
478,"兔子服",3018,"季节活动装备1"
479,"兔子礼服",3019,"季节活动装备1"
480,"库啵王冠",3064,"成就报酬装备"
481,"夏炎草帽",2143,"季节活动装备2"
482,"夏炎上装",2144,"季节活动装备2"
483,"夏炎腕环",2145,"季节活动装备2"
484,"夏炎裹身裙",2146,"季节活动装备2"
485,"夏炎沙滩凉鞋",2147,"季节活动装备2"
486,"博兹雅耳坠",3065,"成就报酬装备"
487,"怪刀·浮世丸",4084,"季节活动装备5"
488,"蛇王刺剑",4085,"季节活动装备5"
489,"阎魔枪刃",4086,"季节活动装备5"
490,"百鬼圆阵",4087,"季节活动装备5"
491,"莫古莫古恋心帽",2115,"季节活动装备4"
492,"金漆猛虎武士盔",2027,"季节活动装备4"
493,"银漆猛虎武士盔",2028,"季节活动装备4"
494,"梅茵菲娜耳坠",4076,"购入特典及其他"
495,"猫小胖耳坠",4077,"购入特典及其他"
496,"水蛇戒指",4078,"购入特典及其他"
497,"小鸡头套",3020,"季节活动装备1"
498,"小鸡玩偶服",3021,"季节活动装备1"
499,"",0,""
500,"",0,""
501,"",0,""
502,"",0,""
503,"",0,""
504,"",0,""
505,"",0,""
506,"",0,""
507,"",0,""
508,"",0,""
509,"",0,""
510,"",0,""
511,"",0,""
512,"",0,""
513,"",0,""
514,"",0,""
515,"",0,""
516,"",0,""
517,"",0,""
518,"",0,""
519,"",0,""
520,"",0,""
521,"",0,""
522,"",0,""
523,"",0,""
524,"",0,""
525,"",0,""
526,"",0,""
527,"",0,""
528,"",0,""
529,"",0,""
530,"",0,""
531,"",0,""
532,"",0,""
533,"",0,""
534,"",0,""
535,"",0,""
536,"",0,""
537,"",0,""
538,"",0,""
539,"",0,""
540,"",0,""
541,"",0,""
542,"",0,""
543,"",0,""
