key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
131084,"GatheringLeveRoute#20","GatheringLeveRoute#21","GatheringLeveRoute#22","GatheringLeveRoute#23",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131085,"GatheringLeveRoute#24","GatheringLeveRoute#25","GatheringLeveRoute#26","GatheringLeveRoute#27",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131086,"GatheringLeveRoute#28","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","オチューの種子",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131087,"GatheringLeveRoute#29","GatheringLeveRoute#30","GatheringLeveRoute#31","GatheringLeveRoute#32","胞子が張り付いた樹皮",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131088,"GatheringLeveRoute#33","GatheringLeveRoute#34","GatheringLeveRoute#35","GatheringLeveRoute#36",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131089,"GatheringLeveRoute#37","GatheringLeveRoute#38","GatheringLeveRoute#39","GatheringLeveRoute#40",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131090,"GatheringLeveRoute#41","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","柵に適したアッシュ原木",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131091,"GatheringLeveRoute#42","GatheringLeveRoute#43","GatheringLeveRoute#44","GatheringLeveRoute#45",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131092,"GatheringLeveRoute#46","GatheringLeveRoute#47","GatheringLeveRoute#48","GatheringLeveRoute#49",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131093,"GatheringLeveRoute#50","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","特濃メープル樹液",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131094,"GatheringLeveRoute#51","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","印が刻まれた樹皮",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131095,"GatheringLeveRoute#52","GatheringLeveRoute#53","GatheringLeveRoute#54","GatheringLeveRoute#55",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131096,"GatheringLeveRoute#56","GatheringLeveRoute#57","GatheringLeveRoute#58","GatheringLeveRoute#59",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131097,"GatheringLeveRoute#60","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","上質のガラゴミント",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131098,"GatheringLeveRoute#61","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ゲルモラ時代の古銭",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131099,"GatheringLeveRoute#62","GatheringLeveRoute#63","GatheringLeveRoute#64","GatheringLeveRoute#65","たき火用の薪",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131100,"GatheringLeveRoute#66","GatheringLeveRoute#67","GatheringLeveRoute#68","GatheringLeveRoute#69",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131101,"GatheringLeveRoute#70","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","アカトゲの実",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131102,"GatheringLeveRoute#71","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ブラックシュラウドアップル",36,,0,,0,,0,9,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131103,"GatheringLeveRoute#75","GatheringLeveRoute#76","GatheringLeveRoute#77","GatheringLeveRoute#78","謎めいたキノコ",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131104,"GatheringLeveRoute#79","GatheringLeveRoute#80","GatheringLeveRoute#81","GatheringLeveRoute#82",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131105,"GatheringLeveRoute#83","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","しなびた葉",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131106,"GatheringLeveRoute#84","GatheringLeveRoute#85","GatheringLeveRoute#86","GatheringLeveRoute#87","オシュオンローゼルのガク",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131107,"GatheringLeveRoute#88","GatheringLeveRoute#89","GatheringLeveRoute#90","GatheringLeveRoute#91","椰子の実",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131108,"GatheringLeveRoute#92","GatheringLeveRoute#93","GatheringLeveRoute#94","GatheringLeveRoute#95",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131109,"GatheringLeveRoute#96","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","良質のオーク原木",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131110,"GatheringLeveRoute#97","GatheringLeveRoute#98","GatheringLeveRoute#99","GatheringLeveRoute#100","ショートウィード",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131111,"GatheringLeveRoute#101","GatheringLeveRoute#102","GatheringLeveRoute#103","GatheringLeveRoute#104",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131112,"GatheringLeveRoute#105","GatheringLeveRoute#106","GatheringLeveRoute#107","GatheringLeveRoute#108",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131113,"GatheringLeveRoute#109","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","真っ直ぐな枝",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131114,"GatheringLeveRoute#110","GatheringLeveRoute#111","GatheringLeveRoute#112","GatheringLeveRoute#113","ハイランドチークの原木",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131115,"GatheringLeveRoute#114","GatheringLeveRoute#115","GatheringLeveRoute#116","GatheringLeveRoute#117",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131116,"GatheringLeveRoute#118","GatheringLeveRoute#119","GatheringLeveRoute#120","GatheringLeveRoute#121",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131117,"GatheringLeveRoute#122","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","足場用の木材",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131118,"GatheringLeveRoute#123","GatheringLeveRoute#124","GatheringLeveRoute#125","GatheringLeveRoute#126","結晶化した下草",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131119,"GatheringLeveRoute#127","GatheringLeveRoute#128","GatheringLeveRoute#129","GatheringLeveRoute#130",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131120,"GatheringLeveRoute#131","GatheringLeveRoute#132","GatheringLeveRoute#133","GatheringLeveRoute#134",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131121,"GatheringLeveRoute#135","GatheringLeveRoute#136","GatheringLeveRoute#137","GatheringLeveRoute#138",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131122,"GatheringLeveRoute#139","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","良質の黄銅鉱",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131123,"GatheringLeveRoute#140","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","低純度の銅鉱",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131124,"GatheringLeveRoute#141","GatheringLeveRoute#142","GatheringLeveRoute#143","GatheringLeveRoute#144",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131125,"GatheringLeveRoute#145","GatheringLeveRoute#146","GatheringLeveRoute#147","GatheringLeveRoute#148",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131126,"GatheringLeveRoute#149","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","茶色の石塊",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131127,"GatheringLeveRoute#150","GatheringLeveRoute#151","GatheringLeveRoute#152","GatheringLeveRoute#153","良質の亜鉛鉱",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131128,"GatheringLeveRoute#154","GatheringLeveRoute#155","GatheringLeveRoute#156","GatheringLeveRoute#157",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131129,"GatheringLeveRoute#158","GatheringLeveRoute#159","GatheringLeveRoute#160","GatheringLeveRoute#161",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131130,"GatheringLeveRoute#162","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ペイストの薄皮",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131131,"GatheringLeveRoute#163","GatheringLeveRoute#164","GatheringLeveRoute#165","GatheringLeveRoute#166",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131132,"GatheringLeveRoute#167","GatheringLeveRoute#168","GatheringLeveRoute#169","GatheringLeveRoute#170",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131133,"GatheringLeveRoute#171","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","アースパワーストーン",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131134,"GatheringLeveRoute#172","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","墓石用の石材",35,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131135,"GatheringLeveRoute#173","GatheringLeveRoute#174","GatheringLeveRoute#175","GatheringLeveRoute#176",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131136,"GatheringLeveRoute#177","GatheringLeveRoute#178","GatheringLeveRoute#179","GatheringLeveRoute#180",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131137,"GatheringLeveRoute#181","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","苔むした石材",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131138,"GatheringLeveRoute#182","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","良質のシルト岩",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131139,"GatheringLeveRoute#183","GatheringLeveRoute#184","GatheringLeveRoute#185","GatheringLeveRoute#186","石壁用の石材",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131140,"GatheringLeveRoute#187","GatheringLeveRoute#188","GatheringLeveRoute#189","GatheringLeveRoute#190",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131141,"GatheringLeveRoute#191","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","醸造庫用の火打石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131142,"GatheringLeveRoute#192","GatheringLeveRoute#193","GatheringLeveRoute#194","GatheringLeveRoute#195","石壁の欠片",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131143,"GatheringLeveRoute#196","GatheringLeveRoute#197","GatheringLeveRoute#198","GatheringLeveRoute#199","守灯籠用の石材",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131144,"GatheringLeveRoute#200","GatheringLeveRoute#201","GatheringLeveRoute#202","GatheringLeveRoute#203",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131145,"GatheringLeveRoute#204","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","良質の鉄鉱",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131146,"GatheringLeveRoute#205","GatheringLeveRoute#206","GatheringLeveRoute#207","GatheringLeveRoute#208","古代の貝殻",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131147,"GatheringLeveRoute#209","GatheringLeveRoute#210","GatheringLeveRoute#211","GatheringLeveRoute#212","モラビーオイスター",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131148,"GatheringLeveRoute#213","GatheringLeveRoute#214","GatheringLeveRoute#215","GatheringLeveRoute#216",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131149,"GatheringLeveRoute#217","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","圧雪ブロック",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131150,"GatheringLeveRoute#218","GatheringLeveRoute#219","GatheringLeveRoute#220","GatheringLeveRoute#221","クルザス石灰岩",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131151,"GatheringLeveRoute#222","GatheringLeveRoute#223","GatheringLeveRoute#224","GatheringLeveRoute#225",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131152,"GatheringLeveRoute#226","GatheringLeveRoute#227","GatheringLeveRoute#228","GatheringLeveRoute#229",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131153,"GatheringLeveRoute#230","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","白鉄鉱",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131154,"GatheringLeveRoute#231","GatheringLeveRoute#232","GatheringLeveRoute#233","GatheringLeveRoute#234","修繕用の石材",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131155,"GatheringLeveRoute#235","GatheringLeveRoute#236","GatheringLeveRoute#237","GatheringLeveRoute#238",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131156,"GatheringLeveRoute#239","GatheringLeveRoute#240","GatheringLeveRoute#241","GatheringLeveRoute#242",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131157,"GatheringLeveRoute#243","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","遺跡のクリスタル",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131158,"GatheringLeveRoute#244","GatheringLeveRoute#245","GatheringLeveRoute#246","GatheringLeveRoute#247","傷ついたアラガンストーン",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131159,"GatheringLeveRoute#248","GatheringLeveRoute#249","GatheringLeveRoute#250","GatheringLeveRoute#251",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131160,"GatheringLeveRoute#252","GatheringLeveRoute#253","GatheringLeveRoute#254","GatheringLeveRoute#255",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131161,"GatheringLeveRoute#257","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","聖人草",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131162,"GatheringLeveRoute#258","GatheringLeveRoute#259","GatheringLeveRoute#260","GatheringLeveRoute#261",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131163,"GatheringLeveRoute#256","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",True
131164,"GatheringLeveRoute#257","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","聖人草",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131165,"GatheringLeveRoute#262","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",False
131166,"GatheringLeveRoute#263","GatheringLeveRoute#264","GatheringLeveRoute#265","GatheringLeveRoute#266",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131167,"GatheringLeveRoute#268","GatheringLeveRoute#269","GatheringLeveRoute#270","GatheringLeveRoute#271","リュウクワズの草",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131168,"GatheringLeveRoute#273","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","七天樹の根",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131169,"GatheringLeveRoute#267","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",True
131170,"GatheringLeveRoute#272","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","リュウクワズの草",50,,0,,0,,0,12,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131171,"GatheringLeveRoute#273","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","七天樹の根",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131172,"GatheringLeveRoute#274","GatheringLeveRoute#275","GatheringLeveRoute#276","GatheringLeveRoute#277",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131173,"GatheringLeveRoute#279","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","古のダンドリオン",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131174,"GatheringLeveRoute#280","GatheringLeveRoute#281","GatheringLeveRoute#282","GatheringLeveRoute#283",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131175,"GatheringLeveRoute#278","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",True
131176,"GatheringLeveRoute#279","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","古のダンドリオン",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131177,"GatheringLeveRoute#284","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",True
131178,"GatheringLeveRoute#285","GatheringLeveRoute#286","GatheringLeveRoute#287","GatheringLeveRoute#288","巨大アーティチョーク",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131179,"GatheringLeveRoute#290","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ブルークラウド",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131180,"GatheringLeveRoute#291","GatheringLeveRoute#292","GatheringLeveRoute#293","GatheringLeveRoute#294",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131181,"GatheringLeveRoute#289","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","巨大アーティチョーク",50,,0,,0,,0,12,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131182,"GatheringLeveRoute#290","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ブルークラウド",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131183,"GatheringLeveRoute#295","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",True
131184,"GatheringLeveRoute#296","GatheringLeveRoute#297","GatheringLeveRoute#298","GatheringLeveRoute#299",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131185,"GatheringLeveRoute#301","GatheringLeveRoute#302","GatheringLeveRoute#303","GatheringLeveRoute#304","サリャクの指",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131186,"GatheringLeveRoute#306","GatheringLeveRoute#307","GatheringLeveRoute#308","GatheringLeveRoute#309",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131187,"GatheringLeveRoute#300","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",False
131188,"GatheringLeveRoute#305","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","サリャクの指",50,,0,,0,,0,12,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131189,"GatheringLeveRoute#310","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",False
131190,"GatheringLeveRoute#311","GatheringLeveRoute#312","GatheringLeveRoute#313","GatheringLeveRoute#314",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131191,"GatheringLeveRoute#316","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","監視塔用の石材",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131192,"GatheringLeveRoute#317","GatheringLeveRoute#318","GatheringLeveRoute#319","GatheringLeveRoute#320",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
