key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8,3,"ui/icon/072000/072208.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Water
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","The most quintessential of water-aspected blue magicks. A competent mage will not only use its bubbles to smother nearby enemies, but also incorporate poisons, sealing the fates of any survivors.",4,"the Dragon's Neck",,,True,False,False,False,False,False,False,False,False,False,False,False
9,11,"ui/icon/072000/072209.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Earth
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Just like that all-too-well-known fixture in the arsenals of many earthy soulkin, this technique creates a localized quake around the caster. According to legend, the earth itself will appear to shatter under a true master of the spell.",4,"Copperbell Mines (Hard)",,,True,False,False,False,False,False,False,False,False,False,False,False
10,18,"ui/icon/072000/072210.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","This technique pelts foes with seedlike aetherial orbs, which then explode to release the soporific within. Scholars believe that similar defense mechanisms were originally developed by treants and other species vulnerable to vilekin in order to prevent their boring of holes and leeching of sap.",1,"the Navel",,,True,False,False,False,False,False,False,False,True,False,False,False
11,12,"ui/icon/072000/072211.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Instinctive to beastkin, Bristle channels sheer animalistic rage into heightened spiritual and physical power. The blue mage will find that she can adapt this technique to increase her spells' potency. ",1,"Solemn Trinity",,,False,True,False,False,False,False,False,False,False,False,False,False
12,41,"ui/icon/072000/072212.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Primarily used by soulflayers, though reportedly also found in Blaster's arsenal, Mind Blast assaults nearby foes' perceptions, tormenting them with the sensation of manifold cuts. Senses overwhelmed, victims' bodies react as if perception were reality, leaving them wounded and paralyzed.",4,"the Tam–Tara Deepcroft","Why They Call It the Blues","Blue Collar Work",True,False,False,False,True,False,False,False,False,False,False,False
13,17,"ui/icon/072000/072213.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Through the draining of blood, this spell saps a foe's aether, a portion of which is then absorbed by the caster. In nature, such habits first appeared in creatures such as bats and chigoes, who naturalists theorize developed the ability to absorb nutrients via blood over the course of centuries.",1,"the Great Gubal Library","Blue Collar Work","Blue Leading the Blue",True,True,False,False,False,False,False,False,False,False,False,False
14,19,"ui/icon/072000/072214.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","This spell creates an aetherial replica of the sort of bomb preferred by goblins. Of course, goblin bombs acquire their combustive force through the use of magically enhanced gunpowder, so mimicking this effect with aether alone requires no small amount of effort, but the results are...explosive.",1,"the Wanderer's Palace (Hard)",,,True,False,False,False,False,False,False,True,False,False,False,False
15,36,"ui/icon/072000/072215.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Highly famed─and feared─due to its frequent use by cactuars, 1000 Needles showers one's surroundings with a hail of slim projectiles. Despite their magical nature, the velocity at which the blue mage's pseudo-spines are propelled ensures that they are quite as painful as the real thing.",1,"Hero on the Half Shell","Blue Gold","Scream Blue Murder",True,False,False,False,False,False,False,False,False,False,False,False
16,5,"ui/icon/072000/072216.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","This technique mimics the Drill Cannons of machina by winding aetherial currents until they resemble rapidly spinning projectiles. Like the physical drills upon which they are patterned, these projectiles excel at penetrating stone.",1,"Pulling Poison Posies",,,True,False,False,False,False,False,False,False,False,False,False,False
17,27,"ui/icon/072000/072217.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Common amongst dahaks, this technique requires using the position of one's own eyes to anchor arcane geometries in which to concentrate aether. The user then expels the aether, propelled by ill will, in the direction of his gaze─though this tends to earn him a fair bit of ire in return.",4,"Amdapor Keep",,,True,False,False,False,False,False,False,False,False,False,False,False
18,15,"ui/icon/072000/072218.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Slashing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","At this point, tonberries' predilection for sharpened knives is well known. By manipulating aether to harness feelings of resentment, one hones a keener blade for driving into the heart of the enemy. Naturally, being beset by this attack while unable to move is a uniquely harrowing experience.",4,"the Wanderer's Palace",,,True,False,False,False,False,False,False,False,False,False,False,False
19,7,"ui/icon/072000/072219.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","To utilize this simple teleportation spell, casters must create an aetherial current upon which to travel between their location and the desired position. Though this is only effective over short distances, it is nevertheless an invaluable tool in the event that one needs to beat a hasty retreat.",1,"Pulling Poison Posies",,,False,False,False,False,False,False,False,False,False,False,False,False
20,2,"ui/icon/072000/072220.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","As with thaumaturgical fire spells, the jet of flame produced by this technique manifests from a burst of fire-aspected aether. Certain weapons produce similar effects; however, this is not through aetherial manipulation, but rather the copious use of highly flammable liquid.",4,"Brayflox's Longstop (Hard)",,,True,False,False,False,False,False,False,False,False,False,False,False
21,23,"ui/icon/072000/072221.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Originally developed as a means of defense from flesh-eating beasts, this favorite of the Qiqirn tribes produces a shockwave as its user strikes together palms filled with concentrated aether, leaving foes witless.",1,"the Keeper of the Lake","Scream Blue Murder","Why They Call It the Blues",True,False,False,False,False,False,False,True,False,False,False,False
22,10,"ui/icon/072000/072222.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Lightning
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Perhaps best known as the unsettling hallmark of the cyclops, Glower involves funneling aether through the eyes as if they were arcane circles─much like its sister spell, The Look. Its highly concentrated aether strikes foes like a levinbolt, leaving their skin singed and muscles seizing.",4,"the Aurum Vale","The Real Folk Blues","Blue Gold",True,False,False,False,True,False,False,False,False,False,False,False
23,35,"ui/icon/072000/072223.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","A magical imitation of warmachina technology, this technique allows the user to fire a barrage of aetherial missiles. When efficacious─which, bear in mind, is not guaranteed─it sends a shock through the foe that appears to resonate more the greater their vitality.",4,"Battle in the Big Keep",,,True,False,False,False,False,False,False,False,False,False,False,True
24,13,"ui/icon/072000/072224.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","White Wind imbues a localized current of air with purified aether, distributing its curative effects throughout the vicinity. Though powerful for such a simple spell, the purification of sufficient aether requires significant magical exertion on the part of the caster, and thus should be used sparingly.  ",2,"",,,False,True,False,False,False,False,False,False,False,False,False,False
25,8,"ui/icon/072000/072225.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","A desperate mage's last resort, this technique converts all of the user's life force to an aetherial poison that is then injected into a single adversary. Suffice it to say that, as with the physical sting of the wespe, it should not be relied upon in but the most dire of circumstances.",1,"the Wanderer's Palace (Hard)",,,True,False,False,False,False,False,False,False,False,False,False,False
26,21,"ui/icon/072000/072226.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Credited as the source of the “bomb” voidsent family's name, Self-destruct, when used by blue mages, converts the entirety of its caster's energy into fire-aspected aether to cause an explosion. The application of oil has been observed to make it more effective─though likely also more painful.",1,"Basic Training: Enemy Parties",,,True,False,False,False,False,False,False,False,False,False,False,False
27,22,"ui/icon/072000/072227.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","At times used by self-sacrificing spirits of the dead roaming the New World, this technique consumes the entirety of one's being to fully restore both the body and mind of another. Though the sacrifice required is great, the use of this spell is a deed not soon forgotten.",2,"",,,False,True,False,False,False,False,False,False,False,False,False,False
28,32,"ui/icon/072000/072228.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","This technique covers the blue mage's body in oil, much like a gigantoad's slime would its own, allowing the caster to slip and slide away from foes' attacks. Though most consider it uncouth at best, make no mistake─its devotees are few, but ardent.",1,"Basic Training: Enemy Parties",,,False,True,False,False,False,False,False,False,False,False,False,False
29,20,"ui/icon/072000/072229.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","A primitive type of curse cast by giants in the New World, this spell sunders opponents' defenses by breaking their spirits. Pairing it with strong offensive magic allows the blue mage to weaken and strike down foe after foe without cease. ",2,"",,,True,False,False,False,False,False,False,False,False,False,False,False
30,31,"ui/icon/072000/072230.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Blunt
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","In nature, Sticky Tongue is employed by gigantoads, who extend said lengthy and unusually adhesive appendages to capture distant prey. The blue magic rendition utilizes a far more sanitary aetherial “tongue,” but the principle is the same.",1,"Basic Training: Enemy Parties",,,True,False,False,False,False,False,False,True,False,False,False,False
31,40,"ui/icon/072000/072231.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Karlabos performs Tail Screw by collecting turbulent aether in the tip of its tail, then unleashing it at once as a violent whorl that rips foes' lives from their bodies. This is notoriously difficult to imitate, due to the challenges inherent in attempting to control such a volatile aetherial vortex.",4,"Sastasha (Hard)",,,True,False,False,False,False,False,False,False,False,False,False,True
32,14,"ui/icon/072000/072232.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","This curse, commonly used by ahrimans and similar voidsent, takes advantage of the hubris that living creatures tend to fall prey to upon reaching certain malmstones in development, targeting mental weaknesses to give foes a paralyzing reminder of their own fallibility.",4,"Haukke Manor",,,True,False,False,True,False,False,False,False,False,False,False,False
33,39,"ui/icon/072000/072233.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","This technique imitates a peculiar flute wrested from the grasp of a vanquished voidsent. Said creature was initially welcomed as a god by those New World peoples who worship the moon, but it soon became clear to them that the flute was the true source of its power and cruel authority. ",2,"",,,False,True,False,False,False,False,False,False,False,False,False,False
34,42,"ui/icon/072000/072234.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Oft cast by voidsent in the New World, this mortal curse merely hints that one's time may be nigh. For particularly suggestible opponents, however, this is enough─the looming specter of death will send them leaping to their graves.",2,"",,,True,False,False,False,False,False,False,False,False,False,False,True
35,30,"ui/icon/072000/072235.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Protected by only a dainty layer of scales, some Indigo Deep-dwellers' survival has come to depend on aetherial manipulation─this technique included. By reducing the amount of aether used for offense, more becomes available for the creation of a strong─if flashy─barrier.",2,"",,,False,True,False,False,False,False,False,False,False,False,False,False
36,16,"ui/icon/072000/072236.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Ice
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Favored by certain types of voidsent, this spell─technically a curse, cast upon oneself─converts the malice of attackers into aetherial spikes of ice, impaling them each time they strike. The more furious their flurries, the more pain they cause themselves─poetic justice, one might say.",1,"Ward Up",,,False,True,True,False,False,False,False,False,False,False,False,False
37,33,"ui/icon/072000/072237.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Ice
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Scholars theorize that this particular spell was born of the variety of aetherial manipulation often performed by northern rams to survive the harsh climes of high elevations─but when ram became chimerical head, it began to favor offense over defense.",4,"Cutter's Cry",,,True,False,False,True,False,False,False,False,False,False,False,False
