key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
14,"开拓工房水煮蛋","菜肴","动物制品",0,"牧场动物的鸟蛋",1,"无人岛球藻",3,"无人岛棕榈叶",0,"无人岛棕榈叶",0,1,4,44
15,"海岛骨拳","武器","动物制品",0,"牧场动物的甲壳",2,"无人岛石材",4,"无人岛棕榈叶",0,"无人岛棕榈叶",0,1,6,72
16,"海岛兽牙耳坠","饰品","动物制品",0,"牧场动物的尖牙",1,"无人岛藤蔓",3,"无人岛棕榈叶",0,"无人岛棕榈叶",0,1,4,44
17,"开拓工房黄油","调味料","动物制品",0,"牧场动物的乳汁",1,"无人岛岩盐",3,"无人岛棕榈叶",0,"无人岛棕榈叶",0,1,4,44
18,"海岛砖块柜台","家具","窑炉制品",0,"无人岛黏土",2,"无人岛石灰岩",2,"无人岛棕榈原木",2,"无人岛棕榈叶",0,5,6,48
19,"绵羊铜像","家具","金属制品",0,"无人岛锡砂",3,"无人岛铜矿",3,"无人岛原木",2,"无人岛棕榈叶",0,5,8,64
20,"开拓工房植物成长剂","药品","",0,"无人岛香荠",2,"无人岛草叶",3,"无人岛小树枝",3,"无人岛棕榈叶",0,5,8,136
21,"海岛石榴石刺剑","武器","窑炉制品",0,"无人岛石榴石原石",2,"无人岛铜矿",3,"无人岛锡砂",3,"无人岛棕榈叶",0,5,8,136
22,"海岛云杉圆盾","防具","木工制品",0,"无人岛云杉原木",2,"无人岛铜矿",3,"无人岛石材",3,"无人岛棕榈叶",0,5,8,136
23,"开拓工房鲨油","日用品","海产制品",0,"无人岛锤头鲨",2,"无人岛球藻",3,"无人岛树液",3,"无人岛棕榈叶",0,5,8,136
24,"海岛白银耳夹","饰品","金属制品",0,"无人岛银矿",2,"无人岛锡砂",3,"无人岛珊瑚",3,"无人岛棕榈叶",0,5,8,136
25,"开拓工房甜新薯","点心","",0,"海岛新薯",2,"牧场动物的乳汁",1,"无人岛树液",3,"无人岛棕榈叶",0,5,6,72
26,"开拓工房高山萝卜沙拉","菜肴","",0,"海岛高山萝卜",2,"无人岛草叶",1,"无人岛树液",1,"无人岛棕榈叶",0,5,4,48
27,"开拓工房焦糖","点心","",0,"无人岛甘蔗",4,"牧场动物的乳汁",2,"无人岛棕榈叶",0,"无人岛棕榈叶",0,6,6,81
28,"海岛缎带","饰品","纺织制品",0,"无人岛棉花",2,"无人岛铜矿",2,"无人岛藤蔓",2,"无人岛棕榈叶",0,6,6,54
29,"海岛绳索","日用品","纺织制品",0,"无人岛麻",2,"无人岛草叶",1,"无人岛藤蔓",1,"无人岛棕榈叶",0,6,4,36
30,"海岛骑士帽","防具","纺织制品",0,"牧场动物的羽毛",2,"无人岛棉花",2,"无人岛麻",2,"无人岛棕榈叶",0,6,6,81
31,"海岛角笛","日用品","动物制品",0,"牧场动物的角片",2,"无人岛黏土",2,"无人岛麻",2,"无人岛棕榈叶",0,6,6,81
32,"海岛盐渍鳕鱼","耐储存食品","海产制品",0,"无人岛海水鱼",4,"无人岛岩盐",2,"无人岛棕榈叶",0,"无人岛棕榈叶",0,7,6,54
33,"海岛墨鱼汁","调味料","海产制品",0,"无人岛乌贼",2,"无人岛岩盐",2,"无人岛棕榈叶",0,"无人岛棕榈叶",0,7,4,36
34,"开拓工房仙药","药品","海产制品",0,"无人岛水母",2,"无人岛棕榈叶",2,"无人岛球藻",2,"无人岛棕榈叶",0,7,6,54
35,"海岛莓果酱","调味料","",0,"海岛莓果",3,"无人岛甘蔗",2,"无人岛树液",1,"无人岛棕榈叶",0,7,6,78
36,"海岛番茄酱","调味料","",0,"海岛番茄",2,"无人岛甘蔗",1,"无人岛草叶",1,"无人岛棕榈叶",0,7,4,52
37,"开拓工房洋葱汤","菜肴","",0,"海岛洋葱",3,"无人岛岩盐",2,"无人岛草叶",1,"无人岛棕榈叶",0,7,6,78
38,"开拓工房鱼派","点心","海产制品",0,"海岛小麦",3,"无人岛海水鱼",2,"无人岛甘蔗",1,"无人岛棕榈叶",0,7,6,78
39,"开拓工房玉米片","耐储存食品","",0,"海岛玉米",2,"无人岛甘蔗",2,"无人岛棕榈叶",0,"无人岛棕榈叶",0,7,4,52
40,"开拓工房腌小萝卜","耐储存食品","",0,"海岛小萝卜",4,"无人岛苹果",2,"无人岛甘蔗",2,"无人岛棕榈叶",0,7,8,104
41,"海岛铁斧","武器","金属制品",0,"无人岛铁矿",3,"无人岛原木",3,"无人岛砂砾",2,"无人岛棕榈叶",0,8,8,72
42,"海岛石英戒指","饰品","窑炉制品",0,"无人岛石英",3,"无人岛铁矿",3,"无人岛石材",2,"无人岛棕榈叶",0,8,8,72
43,"开拓工房瓷罐","日用品","窑炉制品",0,"无人岛花岗岩",3,"无人岛石英",3,"无人岛黏土",2,"无人岛棕榈叶",0,8,8,72
44,"开拓工房果蔬汁","药品","",0,"海岛甘蓝",3,"无人岛草叶",2,"无人岛球藻",1,"无人岛棕榈叶",0,8,6,78
45,"开拓工房南瓜布丁","点心","",0,"海岛南瓜",3,"牧场动物的鸟蛋",1,"牧场动物的乳汁",1,"无人岛棕榈叶",0,8,6,78
46,"海岛绵羊地毯","家具","动物制品",0,"牧场动物的绒毛",3,"无人岛棉花",2,"无人岛麻",1,"无人岛棕榈叶",0,8,6,90
47,"海岛园艺镰","日用品","金属制品",0,"牧场动物的尖爪",3,"无人岛铁矿",2,"无人岛棕榈原木",1,"无人岛棕榈叶",0,9,6,90
48,"海岛床","家具","纺织制品",0,"牧场动物的兽毛",4,"无人岛棉花",2,"无人岛原木",2,"无人岛棕榈叶",0,9,8,120
49,"海岛鳞指套","防具","动物制品",0,"牧场动物的甲壳",4,"无人岛铁矿",2,"无人岛棉花",2,"无人岛棕榈叶",0,9,8,120
50,"海岛手杖","武器","木工制品",0,"牧场动物的尖牙",4,"无人岛石英",2,"无人岛原木",2,"无人岛棕榈叶",0,9,8,120
51,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
52,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
53,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
54,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
55,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
56,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
57,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
58,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
59,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
60,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
61,"","","",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,"无人岛棕榈叶",0,0,0,0
