key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
14,"開拓工房のボイルドエッグ","料理","動物製品",0,"飼育動物の卵",1,"無人島の玉藻",3,"無人島のパームリーフ",0,"無人島のパームリーフ",0,1,4,44
15,"アイルホラ","武器","動物製品",0,"飼育動物の脱皮殻",2,"無人島の石材",4,"無人島のパームリーフ",0,"無人島のパームリーフ",0,1,6,72
16,"アイルファングイヤリング","アクセサリ","動物製品",0,"飼育動物の牙",1,"無人島のつる",3,"無人島のパームリーフ",0,"無人島のパームリーフ",0,1,4,44
17,"開拓工房のバター","調味料","動物製品",0,"飼育動物の乳",1,"無人島の岩塩",3,"無人島のパームリーフ",0,"無人島のパームリーフ",0,1,4,44
18,"アイルブリックカウンター","調度品","窯業製品",0,"無人島の粘土",2,"無人島の石灰岩",2,"無人島のパーム原木",2,"無人島のパームリーフ",0,5,6,48
19,"シープのブロンズ像","調度品","金属製品",0,"無人島の砂錫",3,"無人島の銅鉱",3,"無人島の原木",2,"無人島のパームリーフ",0,5,8,64
20,"開拓工房のグロースフォーミュラ","薬品","",0,"無人島のアリッサム",2,"無人島の草葉",3,"無人島の小枝",3,"無人島のパームリーフ",0,5,8,136
21,"アイルガーネットレイピア","武器","窯業製品",0,"無人島のガーネット原石",2,"無人島の銅鉱",3,"無人島の砂錫",3,"無人島のパームリーフ",0,5,8,136
22,"アイルスプルースシールド","防具","木工製品",0,"無人島のスプルース原木",2,"無人島の銅鉱",3,"無人島の石材",3,"無人島のパームリーフ",0,5,8,136
23,"開拓工房のシャークオイル","日用品","海産製品",0,"無人島のハンマーヘッド",2,"無人島の玉藻",3,"無人島の樹液",3,"無人島のパームリーフ",0,5,8,136
24,"アイルシルバーイヤーカフ","アクセサリ","金属製品",0,"無人島の銀鉱",2,"無人島の砂錫",3,"無人島の珊瑚",3,"無人島のパームリーフ",0,5,8,136
25,"開拓工房のスイートポポト","菓子","",0,"アイルポポト",2,"飼育動物の乳",1,"無人島の樹液",3,"無人島のパームリーフ",0,5,6,72
26,"開拓工房のパースニップサラダ","料理","",0,"アイルパースニップ",2,"無人島の草葉",1,"無人島の樹液",1,"無人島のパームリーフ",0,5,4,48
27,"開拓工房のキャラメル","菓子","",0,"無人島のサトウキビ",4,"飼育動物の乳",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,6,6,81
28,"アイルリボン","アクセサリ","布製品",0,"無人島の綿花",2,"無人島の銅鉱",2,"無人島のつる",2,"無人島のパームリーフ",0,6,6,54
29,"アイルロープ","日用品","布製品",0,"無人島の麻",2,"無人島の草葉",1,"無人島のつる",1,"無人島のパームリーフ",0,6,4,36
30,"アイルキャバリエハット","防具","布製品",0,"飼育動物の羽根",2,"無人島の綿花",2,"無人島の麻",2,"無人島のパームリーフ",0,6,6,81
31,"アイルホルン","日用品","動物製品",0,"飼育動物の角片",2,"無人島の粘土",2,"無人島の麻",2,"無人島のパームリーフ",0,6,6,81
32,"アイルソルトコッド","保存食","海産製品",0,"無人島の海水魚",4,"無人島の岩塩",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,7,6,54
33,"アイルインクペースト","調味料","海産製品",0,"無人島のスキッド",2,"無人島の岩塩",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,7,4,36
34,"開拓工房の仙薬","薬品","海産製品",0,"無人島のジェリーフィッシュ",2,"無人島のパームリーフ",2,"無人島の玉藻",2,"無人島のパームリーフ",0,7,6,54
35,"アイルベリージャム","調味料","",0,"アイルベリー",3,"無人島のサトウキビ",2,"無人島の樹液",1,"無人島のパームリーフ",0,7,6,78
36,"アイルトマトケチャップ","調味料","",0,"アイルトマト",2,"無人島のサトウキビ",1,"無人島の草葉",1,"無人島のパームリーフ",0,7,4,52
37,"開拓工房のオニオンスープ","料理","",0,"アイルオニオン",3,"無人島の岩塩",2,"無人島の草葉",1,"無人島のパームリーフ",0,7,6,78
38,"開拓工房のフィッシュパイ","菓子","海産製品",0,"アイル小麦",3,"無人島の海水魚",2,"無人島のサトウキビ",1,"無人島のパームリーフ",0,7,6,78
39,"開拓工房のコーンフレーク","保存食","",0,"アイルコーン",2,"無人島のサトウキビ",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,7,4,52
40,"開拓工房のラディッシュピクルス","保存食","",0,"アイルラディッシュ",4,"無人島のアップル",2,"無人島のサトウキビ",2,"無人島のパームリーフ",0,7,8,104
41,"アイルアイアンアクス","武器","金属製品",0,"無人島の鉄鉱",3,"無人島の原木",3,"無人島の砂",2,"無人島のパームリーフ",0,8,8,72
42,"アイルクォーツリング","アクセサリ","窯業製品",0,"無人島のクォーツ",3,"無人島の鉄鉱",3,"無人島の石材",2,"無人島のパームリーフ",0,8,8,72
43,"開拓工房の磁器壺","日用品","窯業製品",0,"無人島の花崗岩",3,"無人島のクォーツ",3,"無人島の粘土",2,"無人島のパームリーフ",0,8,8,72
44,"開拓工房の野菜ジュース","薬品","",0,"アイルキャベツ",3,"無人島の草葉",2,"無人島の玉藻",1,"無人島のパームリーフ",0,8,6,78
45,"開拓工房のパンプキンプディング","菓子","",0,"アイルパンプキン",3,"飼育動物の卵",1,"飼育動物の乳",1,"無人島のパームリーフ",0,8,6,78
46,"アイルシープラグ","調度品","動物製品",0,"飼育動物のフリース",3,"無人島の綿花",2,"無人島の麻",1,"無人島のパームリーフ",0,8,6,90
47,"アイルガーデンサイズ","日用品","金属製品",0,"飼育動物の爪片",3,"無人島の鉄鉱",2,"無人島のパーム原木",1,"無人島のパームリーフ",0,9,6,90
48,"アイルベッド","調度品","布製品",0,"飼育動物の獣毛",4,"無人島の綿花",2,"無人島の原木",2,"無人島のパームリーフ",0,9,8,120
49,"アイルスケイルフィンガー","防具","動物製品",0,"飼育動物の脱皮殻",4,"無人島の鉄鉱",2,"無人島の綿花",2,"無人島のパームリーフ",0,9,8,120
50,"アイルクルーク","武器","木工製品",0,"飼育動物の牙",4,"無人島のクォーツ",2,"無人島の原木",2,"無人島のパームリーフ",0,9,8,120
51,"開拓工房の珊瑚の剣","武器","海産製品",0,"無人島の珊瑚",3,"無人島の天然樹脂",3,"無人島のパーム原木",2,"無人島のパームリーフ",0,10,8,72
52,"開拓工房のココナッツジュース","菓子","薬品",0,"無人島のココナッツ",2,"無人島のサトウキビ",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,10,4,36
53,"開拓工房の蜂蜜","菓子","調味料",0,"無人島の蜜蜂の巣",2,"無人島の樹液",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,10,4,36
54,"アイルブルーオパール","窯業製品","",0,"無人島のウッドオパール",4,"無人島の砂",4,"無人島のパームリーフ",0,"無人島のパームリーフ",0,10,8,80
55,"開拓工房のドライフラワー","日用品","調度品",0,"無人島の極彩色の花",3,"無人島のココナッツ",2,"無人島の樹液",1,"無人島のパームリーフ",0,10,6,54
56,"開拓工房のパプリカパウダー","調味料","薬品",0,"アイルパプリカ",2,"無人島の草葉",2,"無人島のパームリーフ",0,"無人島のパームリーフ",0,11,4,52
57,"開拓工房のカウルケニン","薬品","動物製品",0,"アイルリーキ",3,"飼育動物の乳",1,"無人島の玉藻",3,"無人島のパームリーフ",0,11,6,90
58,"開拓工房の無人パン","料理","薬品",0,"アイル小麦",2,"無人島の海水魚",1,"無人島の岩塩",1,"無人島のパームリーフ",0,11,4,52
59,"開拓工房のポポトサラダ","料理","",0,"アイルポポト",2,"無人島のアップル",1,"無人島の草葉",1,"無人島のパームリーフ",0,11,4,52
60,"開拓工房のドレッシング","調味料","",0,"アイルオニオン",2,"無人島の樹液",1,"無人島の玉藻",1,"無人島のパームリーフ",0,11,4,52
61,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
62,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
63,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
64,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
65,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
66,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
67,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
68,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
69,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
70,"","","",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,"無人島のパームリーフ",0,0,0,0
