key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
37,"ヒューラン",0,1,50,"ミッドランダー ",1,2,1,170,146,6,0,0,0,2,146,2,0,3,2,0,50,0,50,0,7
38,"エレゼン",0,1,50,"フォレスター",2,3,1,60,146,54,0,0,0,1,146,1,5,3,0,0,50,1,50,0,7
39,"ヒューラン",0,1,50,"ミッドランダー ",1,7,1,152,71,6,0,0,0,2,71,1,2,3,2,0,50,0,50,0,7
40,"エレゼン",0,1,50,"フォレスター",3,4,1,28,5,5,0,0,0,2,5,133,1,1,2,0,50,1,50,0,7
41,"ヒューラン",0,1,50,"ミッドランダー ",5,3,1,17,59,39,0,0,0,4,59,133,1,3,0,0,50,0,75,0,7
42,"ヒューラン",0,1,50,"ミッドランダー ",1,1,1,152,57,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
43,"ミコッテ",1,1,50,"ムーンキーパー",3,2,1,97,12,13,0,0,0,0,12,0,0,0,0,0,50,1,50,0,0
44,"ヒューラン",1,1,50,"ミッドランダー ",201,1,1,170,146,12,0,0,0,0,146,0,0,0,0,0,50,0,0,0,0
45,"ララフェル",0,1,75,"プレーンフォーク",201,1,1,0,1,50,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0
46,"ミコッテ",1,1,50,"ムーンキーパー",1,1,1,111,12,13,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
47,"ミコッテ",1,1,50,"ムーンキーパー",3,2,1,21,12,5,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
48,"ミコッテ",1,1,50,"ムーンキーパー",1,6,1,137,36,30,0,0,0,3,36,3,4,3,1,0,50,1,50,0,0
49,"ルガディン",0,1,50,"ゼーヴォルフ",1,1,1,26,1,1,0,0,1,0,1,0,0,0,0,0,50,0,50,16,69
50,"ルガディン",0,1,50,"ゼーヴォルフ",2,9,1,171,21,4,0,0,1,1,21,131,3,0,2,0,100,0,75,16,69
51,"ルガディン",0,1,50,"ゼーヴォルフ",1,1,1,82,1,1,0,0,1,0,1,0,0,0,0,0,50,0,50,18,69
52,"ルガディン",0,1,50,"ゼーヴォルフ",1,12,1,20,146,3,0,0,1,2,146,2,2,2,2,0,100,0,50,20,69
53,"ルガディン",0,1,75,"ゼーヴォルフ",1,6,1,115,93,37,0,0,1,2,93,0,5,0,0,0,100,0,50,18,69
54,"ヒューラン",0,1,50,"ミッドランダー ",5,6,1,98,59,50,0,0,1,1,59,131,1,1,2,0,75,0,75,0,1
55,"ヒューラン",0,1,50,"ミッドランダー ",4,12,1,48,3,5,0,0,1,1,3,4,4,3,2,0,75,0,50,0,1
56,"ヒューラン",0,1,75,"ミッドランダー ",3,4,1,107,59,43,0,0,1,2,59,131,0,2,0,0,100,0,50,0,1
57,"ララフェル",0,1,50,"デューンフォーク",3,2,1,86,79,4,0,0,1,0,79,0,1,3,2,0,50,1,50,0,1
58,"ララフェル",0,1,50,"デューンフォーク",4,1,1,61,122,6,0,0,1,1,122,5,3,3,3,0,50,1,50,0,1
59,"ララフェル",0,1,50,"デューンフォーク",3,3,1,44,71,6,0,0,1,0,71,0,1,3,2,0,50,1,50,0,1
60,"ララフェル",0,1,75,"デューンフォーク",2,5,1,6,15,5,0,0,1,3,15,4,2,3,3,0,50,1,50,0,1
61,"ヒューラン",0,1,50,"ハイランダー",1,1,1,29,1,6,0,0,1,0,1,0,0,0,0,0,50,0,50,0,1
62,"ヒューラン",0,1,50,"ハイランダー",1,3,1,131,6,5,0,0,1,0,6,0,0,0,0,0,100,0,50,0,1
63,"ヒューラン",0,1,50,"ハイランダー",2,8,1,82,182,4,0,0,1,0,182,0,0,0,0,0,50,0,50,0,1
64,"ヒューラン",0,1,75,"ハイランダー",1,4,1,86,111,5,0,0,1,0,111,1,3,1,1,0,50,0,25,0,1
65,"ヒューラン",0,1,50,"ミッドランダー ",6,8,1,13,71,55,0,0,1,1,71,131,3,2,3,0,50,0,75,0,1
66,"ヒューラン",0,1,50,"ミッドランダー ",5,3,1,102,64,7,0,0,1,0,64,0,3,0,0,0,50,0,50,0,1
67,"ララフェル",0,1,50,"デューンフォーク",2,10,1,5,99,7,0,0,1,3,99,131,2,1,3,0,50,1,50,0,1
68,"ヒューラン",0,1,75,"ミッドランダー ",4,7,1,157,2,156,0,0,1,2,2,2,1,2,0,0,100,0,50,0,1
69,"ヒューラン",0,1,50,"ミッドランダー ",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,50,0,50,0,1
70,"ヒューラン",0,1,50,"ミッドランダー ",6,2,1,5,44,55,0,0,1,0,44,3,1,3,1,0,50,0,50,0,1
71,"ヒューラン",0,1,50,"ミッドランダー ",2,4,1,85,59,5,0,0,1,5,59,4,4,1,2,0,50,0,75,0,1
72,"ヒューラン",0,1,75,"ミッドランダー ",3,5,1,91,15,6,0,0,1,1,15,5,4,3,2,0,50,0,50,0,1
73,"ヒューラン",0,1,50,"ミッドランダー ",1,1,1,152,71,5,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
74,"エレゼン",0,1,50,"フォレスター",2,4,0,162,63,6,0,0,0,0,63,2,0,0,0,0,0,0,0,0,0
75,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
76,"エレゼン",1,1,75,"フォレスター",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,0,0,50,0,0
77,"ヒューラン",1,1,50,"ミッドランダー ",1,1,0,152,71,5,0,0,0,0,71,0,0,0,0,0,0,0,50,0,0
78,"ヒューラン",1,1,50,"ミッドランダー ",1,1,0,152,71,5,0,0,0,0,71,0,0,0,0,0,0,0,50,0,0
79,"エレゼン",1,1,75,"フォレスター",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,0,0,50,0,0
80,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
81,"ヒューラン",0,1,50,"ミッドランダー ",200,1,1,152,57,4,0,0,0,0,57,0,0,0,0,0,0,0,50,1,7
82,"ヒューラン",0,1,50,"ミッドランダー ",200,1,1,152,57,4,0,0,0,0,57,0,0,0,0,0,0,0,50,1,7
83,"エレゼン",0,1,50,"フォレスター",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,50,0,0
84,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
85,"エレゼン",0,1,75,"フォレスター",2,7,1,27,5,14,0,0,146,1,5,133,2,1,0,0,50,1,25,0,0
86,"エレゼン",0,1,50,"フォレスター",3,4,1,52,63,4,0,0,0,4,63,2,5,2,1,0,50,1,50,0,0
87,"ヒューラン",0,1,50,"ミッドランダー ",5,1,1,17,71,4,0,0,0,1,71,2,1,2,2,0,50,0,75,0,0
88,"ヒューラン",0,1,50,"ミッドランダー ",3,6,1,17,71,55,0,0,0,4,71,2,3,1,1,0,25,0,25,0,0
89,"ヒューラン",0,1,50,"ミッドランダー ",2,7,1,35,15,6,0,0,0,5,15,129,5,2,2,0,50,0,50,0,0
90,"ヒューラン",0,1,75,"ミッドランダー ",4,7,1,17,71,6,0,0,0,2,71,2,5,3,3,0,50,0,25,0,0
91,"ヒューラン",0,1,50,"ミッドランダー ",4,2,1,17,59,4,0,0,0,4,59,0,0,1,3,0,50,0,50,0,0
92,"ヒューラン",0,1,50,"ミッドランダー ",4,8,1,17,38,55,0,0,0,4,38,0,0,1,3,0,50,0,50,0,0
93,"エレゼン",0,1,25,"フォレスター",2,1,1,27,38,6,0,0,0,0,38,3,1,1,0,0,75,1,50,0,0
94,"エレゼン",0,1,25,"フォレスター",2,4,1,52,73,7,0,0,0,1,73,2,0,2,2,0,50,1,50,0,0
95,"エレゼン",0,1,25,"フォレスター",2,5,1,27,38,6,0,0,0,0,38,132,3,1,1,0,50,1,50,0,0
96,"エレゼン",0,1,50,"フォレスター",2,4,1,52,38,6,0,0,0,3,38,1,4,3,0,0,50,1,50,0,0
97,"ヒューラン",0,1,50,"ミッドランダー ",4,3,1,35,44,6,0,0,0,5,44,4,3,1,3,0,25,0,50,0,0
98,"エレゼン",0,1,50,"フォレスター",1,1,1,27,5,6,0,0,0,1,5,2,1,3,0,0,50,1,75,0,0
99,"ヒューラン",0,1,50,"ミッドランダー ",4,1,1,35,5,5,0,0,0,4,5,3,2,0,3,0,50,0,25,0,0
100,"ヒューラン",0,1,25,"ミッドランダー ",5,1,1,17,59,6,0,0,0,2,59,129,5,3,1,0,50,0,25,0,0
101,"エレゼン",0,1,75,"フォレスター",2,6,1,52,38,4,0,0,0,3,38,4,1,1,0,0,50,1,50,0,0
102,"エレゼン",0,1,50,"フォレスター",2,4,1,52,6,5,0,0,0,0,6,132,1,0,3,0,50,1,50,0,0
103,"ヒューラン",0,1,75,"ミッドランダー ",4,2,1,17,38,5,0,0,0,5,38,130,4,2,0,0,75,0,50,0,0
104,"エレゼン",0,1,25,"フォレスター",2,5,1,27,38,6,0,0,0,0,38,129,3,1,3,0,50,1,50,0,0
105,"ミコッテ",1,1,25,"ムーンキーパー",1,2,1,6,14,31,0,0,0,2,14,129,5,1,0,0,50,1,75,0,0
106,"エレゼン",0,1,50,"フォレスター",1,1,1,52,38,4,0,0,0,2,38,4,3,0,3,0,50,1,50,0,0
107,"エレゼン",0,1,50,"フォレスター",3,4,1,27,6,6,0,0,0,5,6,128,5,0,0,0,50,1,50,0,0
108,"ヒューラン",0,1,50,"ミッドランダー ",4,3,1,35,44,6,0,0,0,5,44,4,3,1,3,0,25,0,50,0,0
109,"ミコッテ",1,1,25,"ムーンキーパー",4,1,1,74,157,7,0,0,0,2,157,133,1,1,1,0,50,1,50,0,0
110,"ヒューラン",0,1,50,"ミッドランダー ",5,1,1,17,71,4,0,0,0,1,71,2,1,2,2,0,50,0,75,0,0
111,"ヒューラン",0,1,50,"ミッドランダー ",4,1,1,35,5,5,0,0,0,4,5,3,2,0,3,0,50,0,25,0,0
112,"ミコッテ",1,1,50,"ムーンキーパー",1,8,1,6,68,182,0,0,0,3,68,133,0,0,1,0,50,1,50,0,0
113,"ミコッテ",1,1,25,"ムーンキーパー",1,2,1,6,14,31,0,0,0,2,14,129,5,1,0,0,50,1,75,0,0
114,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
115,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0
116,"ヒューラン",1,4,50,"ミッドランダー ",1,1,1,96,160,26,0,0,0,1,160,129,0,1,128,169,50,0,50,4,168
117,"ルガディン",0,1,75,"ローエンガルデ",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,0,0,50,0,0
118,"エレゼン",0,1,100,"シェーダー",3,6,1,41,61,70,0,0,0,2,61,128,2,0,2,0,50,1,25,0,0
119,"ヒューラン",0,1,50,"ミッドランダー ",3,6,1,17,71,55,0,0,0,4,71,2,3,1,1,0,25,0,25,0,0
120,"ヒューラン",0,1,75,"ミッドランダー ",3,8,1,178,59,22,0,0,0,1,59,0,0,3,0,0,75,0,25,4,44
121,"エレゼン",1,1,75,"シェーダー",3,4,1,40,38,5,0,0,0,2,38,133,1,1,2,0,50,1,50,0,0
122,"エレゼン",1,1,75,"シェーダー",2,3,1,58,138,54,0,0,0,1,138,1,5,3,0,0,50,1,50,0,0
123,"エレゼン",1,1,75,"シェーダー",1,7,1,34,78,6,0,0,0,2,78,1,2,3,2,0,50,1,50,0,0
124,"ミコッテ",1,1,50,"ムーンキーパー",3,1,1,74,12,30,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
125,"ミコッテ",1,1,50,"ムーンキーパー",1,3,1,137,4,6,0,8,0,4,4,0,4,0,128,169,50,1,50,4,172
126,"ミコッテ",1,1,50,"ムーンキーパー",2,2,129,7,4,3,0,0,22,1,4,5,2,1,130,160,50,1,50,18,130
127,"エレゼン",0,1,50,"フォレスター",2,5,1,27,5,6,0,0,0,2,5,131,3,2,0,0,50,1,50,0,7
128,"エレゼン",0,1,50,"シェーダー",2,2,129,29,105,0,135,0,0,0,105,128,3,2,128,160,50,1,50,1,7
129,"エレゼン",0,1,25,"フォレスター",3,6,1,27,63,15,0,0,0,5,63,5,2,2,3,0,50,1,50,0,0
130,"エレゼン",0,1,50,"フォレスター",3,5,1,27,63,14,0,0,0,2,63,132,4,0,0,0,50,1,75,0,0
131,"エレゼン",0,1,50,"フォレスター",2,4,1,27,5,14,0,0,0,1,5,2,4,1,3,0,50,1,50,0,0
132,"エレゼン",0,1,50,"フォレスター",2,4,1,27,146,15,0,0,0,1,146,2,4,1,3,0,50,1,50,0,0
133,"エレゼン",1,1,75,"フォレスター",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,50,1,50,0,0
134,"エレゼン",1,1,75,"フォレスター",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,50,1,50,0,0
135,"エレゼン",0,1,25,"シェーダー",3,1,1,34,69,5,0,0,0,0,69,0,0,0,0,0,50,1,0,0,0
136,"エレゼン",0,1,100,"シェーダー",2,6,1,29,81,2,0,32,0,0,81,132,2,2,129,32,50,1,0,1,6
137,"エレゼン",1,1,75,"フォレスター",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,0,0,50,0,0
138,"エレゼン",1,1,75,"フォレスター",1,4,0,162,61,36,0,0,0,0,61,0,0,0,0,0,0,0,50,0,0
139,"ヒューラン",1,1,75,"ミッドランダー ",3,4,129,18,22,24,14,2,0,2,22,130,0,1,129,169,0,0,100,1,135
140,"エレゼン",1,1,75,"シェーダー",1,8,1,34,76,36,0,0,0,0,76,0,0,0,0,0,0,3,50,0,0
141,"エレゼン",0,1,50,"シェーダー",1,6,1,113,105,4,0,31,0,4,105,1,3,2,1,0,50,1,50,0,7
142,"ヒューラン",0,1,50,"ミッドランダー ",4,5,1,152,57,55,0,3,0,0,57,2,0,0,0,0,75,0,50,0,7
143,"ルガディン",0,1,50,"ゼーヴォルフ",2,7,1,77,44,5,0,31,0,2,44,131,1,1,3,0,75,0,50,1,7
144,"ヒューラン",0,1,50,"ミッドランダー ",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0
145,"エレゼン",0,1,100,"シェーダー",1,3,1,13,69,7,0,31,0,4,69,128,0,0,0,0,50,1,50,1,4
146,"ミコッテ",0,1,50,"ムーンキーパー",2,6,129,17,4,7,90,1,0,0,4,5,2,3,130,32,100,1,50,1,7
147,"ミコッテ",1,1,100,"ムーンキーパー",3,6,1,111,12,7,0,5,0,3,12,133,2,3,1,0,50,1,25,0,7
148,"エレゼン",1,1,50,"フォレスター",3,2,1,27,38,6,0,0,0,0,38,129,3,1,3,0,50,1,50,0,0
149,"ヒューラン",0,1,50,"ミッドランダー ",1,8,1,17,15,6,0,0,0,3,15,131,5,1,1,0,50,0,50,0,0
150,"エレゼン",0,1,50,"フォレスター",1,4,0,162,61,6,0,0,0,0,61,0,0,0,0,0,50,1,50,0,0
151,"ミコッテ",1,1,50,"ムーンキーパー",3,1,1,74,12,30,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
152,"ヒューラン",1,1,50,"ミッドランダー ",4,5,1,17,38,6,0,0,0,0,38,129,3,1,3,0,50,1,50,0,0
153,"エレゼン",0,1,50,"フォレスター",4,5,1,27,6,180,0,0,0,3,6,2,4,3,0,0,50,1,25,0,0
154,"エレゼン",0,1,100,"シェーダー",4,3,1,34,69,5,0,0,0,0,69,0,0,0,0,0,50,1,0,0,0
155,"ミコッテ",1,1,50,"ムーンキーパー",3,6,129,137,38,35,58,0,0,1,38,130,5,2,3,0,50,1,50,0,7
156,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0
157,"ヒューラン",0,1,100,"ハイランダー",2,13,129,28,71,6,7,13,0,0,71,3,5,1,2,0,75,0,50,0,0
158,"ヒューラン",1,1,75,"ハイランダー",1,1,129,123,176,42,22,2,0,3,176,1,2,1,128,164,50,0,100,4,167
159,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0
160,"ヒューラン",0,1,50,"ミッドランダー ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0
161,"エレゼン",0,1,100,"シェーダー",4,3,1,85,58,140,0,127,151,4,58,0,2,1,128,190,50,3,50,1,71
162,"ミコッテ",1,1,50,"サンシーカー",201,4,1,12,169,49,0,0,0,0,169,0,0,0,128,159,50,1,50,0,0
163,"ヒューラン",0,1,50,"ミッドランダー ",201,4,1,97,44,34,0,0,0,0,44,0,0,0,0,0,50,0,50,0,7
164,"ララフェル",1,1,50,"プレーンフォーク",2,1,129,16,168,173,182,13,0,2,168,2,2,1,1,0,0,1,100,0,184
165,"ヒューラン",0,3,75,"ミッドランダー ",1,8,129,61,71,0,32,3,0,4,71,4,4,2,0,0,100,0,50,4,7
166,"ララフェル",0,1,0,"デューンフォーク",4,8,129,0,94,44,146,0,0,1,94,5,0,0,0,0,50,1,50,0,0
167,"ララフェル",0,1,75,"デューンフォーク",4,12,1,0,83,42,0,0,0,1,83,1,5,3,3,0,50,1,25,5,46
168,"ララフェル",0,1,100,"デューンフォーク",2,7,1,24,83,44,0,0,0,2,83,130,0,3,2,0,50,3,50,19,53
169,"ララフェル",0,1,75,"デューンフォーク",3,3,1,0,83,49,0,0,0,3,83,133,5,0,0,0,50,1,50,17,62
170,"ララフェル",0,1,75,"デューンフォーク",1,8,1,0,83,49,0,0,0,5,83,4,5,1,1,0,50,1,50,14,7
171,"ララフェル",0,1,100,"デューンフォーク",3,12,129,44,153,49,49,3,0,3,153,129,4,1,3,0,50,1,25,0,0
172,"ルガディン",1,1,50,"ゼーヴォルフ",2,7,129,1,179,27,149,0,0,0,179,128,2,2,3,0,50,0,50,0,0
173,"ルガディン",0,1,50,"ゼーヴォルフ",3,11,1,35,156,25,0,0,0,2,156,2,3,0,2,0,50,0,50,0,0
174,"ミコッテ",1,1,50,"サンシーカー",2,6,129,1,179,16,149,0,0,0,179,133,5,2,3,0,50,1,50,0,0
175,"ヒューラン",0,1,50,"ミッドランダー ",1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
176,"ミコッテ",1,1,50,"サンシーカー",4,2,1,1,12,5,0,0,0,1,12,131,5,1,0,0,50,1,75,0,0
177,"ルガディン",0,1,50,"ゼーヴォルフ",1,1,1,42,38,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
178,"ヒューラン",0,1,75,"ミッドランダー ",2,9,129,36,0,160,152,0,0,3,0,129,1,0,0,0,100,0,50,1,7
179,"ヒューラン",0,1,50,"ミッドランダー ",6,1,1,35,59,149,0,0,0,4,59,130,0,0,2,0,25,0,50,0,0
180,"ヒューラン",0,1,50,"ミッドランダー ",5,3,1,5,71,55,0,0,0,0,71,131,3,1,1,0,50,0,75,0,0
181,"ララフェル",0,1,50,"デューンフォーク",3,5,1,149,121,6,0,0,0,4,121,1,0,1,0,0,50,1,50,0,0
182,"ヒューラン",0,1,50,"ミッドランダー ",2,4,1,5,38,6,0,0,0,2,38,128,3,1,3,0,50,0,50,0,0
183,"ヒューラン",0,1,50,"ミッドランダー ",3,5,1,186,12,4,0,0,0,2,12,0,2,0,0,0,50,1,50,0,0
184,"ルガディン",0,1,50,"ゼーヴォルフ",1,5,1,83,145,41,0,0,1,0,145,0,0,0,0,0,100,0,75,16,69
185,"ルガディン",0,1,50,"ゼーヴォルフ",3,3,1,155,29,41,0,0,1,0,29,0,0,0,0,0,100,0,75,18,69
186,"ルガディン",0,1,75,"ゼーヴォルフ",2,1,1,76,89,74,0,0,1,0,89,0,0,0,0,0,100,0,75,22,69
187,"ミコッテ",1,1,25,"サンシーカー",4,5,1,1,6,6,0,0,0,3,6,1,5,0,1,0,50,1,50,16,69
188,"ルガディン",0,1,50,"ゼーヴォルフ",1,1,1,42,137,183,0,1,0,2,137,0,1,0,0,0,0,0,0,18,69
189,"ヒューラン",0,1,100,"ハイランダー",1,1,1,76,1,1,0,28,1,0,1,0,0,0,0,0,50,0,50,0,1
190,"ヒューラン",0,1,50,"ミッドランダー ",1,4,1,35,5,6,0,0,0,3,5,131,5,3,3,0,25,0,50,0,0
191,"ヒューラン",0,1,50,"ミッドランダー ",1,4,1,35,5,6,0,0,0,3,5,131,5,3,3,0,25,0,50,0,0
192,"ララフェル",0,1,50,"デューンフォーク",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0
193,"ララフェル",0,1,50,"デューンフォーク",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50,1,50,0,0
194,"ミコッテ",1,1,50,"サンシーカー",1,5,1,186,13,43,0,0,0,0,13,130,1,3,3,0,50,1,50,6,69
195,"ルガディン",0,1,50,"ゼーヴォルフ",2,12,129,20,57,5,167,0,0,0,57,129,2,0,0,0,25,0,50,6,69
196,"ルガディン",0,1,50,"ローエンガルデ",1,1,1,42,38,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
197,"ヒューラン",0,1,50,"ミッドランダー ",4,2,1,85,44,55,0,0,0,3,44,128,5,3,2,0,25,0,25,0,0
198,"ヒューラン",0,1,50,"ミッドランダー ",4,2,1,85,44,55,0,0,0,3,44,128,5,3,2,0,25,0,25,0,0
199,"ララフェル",0,1,100,"デューンフォーク",1,10,129,60,145,0,0,0,0,2,145,130,2,1,129,4,50,1,75,1,7
200,"ルガディン",0,1,100,"ゼーヴォルフ",1,4,129,110,44,33,26,102,0,2,44,2,1,2,2,0,100,0,50,0,0
201,"ルガディン",1,1,50,"ゼーヴォルフ",2,7,129,147,30,89,56,3,0,3,30,2,2,0,3,0,25,0,100,0,0
202,"ヒューラン",0,1,100,"ミッドランダー ",1,2,1,152,38,27,0,3,0,0,38,0,0,0,0,0,100,0,50,0,0
203,"ヒューラン",0,1,50,"ミッドランダー ",3,4,1,152,4,22,0,0,0,5,4,131,5,1,2,0,50,0,50,0,0
204,"エレゼン",1,1,50,"フォレスター",2,6,1,162,27,70,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0
