key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
46,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",10,10,0,0,8,8000,0,"HowTo#199",,"A Winner Is You","Win 10 Triple Triad matches.",0
47,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",14,3,0,0,8,10000,0,"HowTo#224",,"Come Play Lord II","Play Lord of Verminion 3 times.",0
48,"ContentsNoteCategory#12","ui/icon/061000/061810.tex",5,30,0,0,3,15000,30,"HowTo#0",,"Up for a Challenge V","Complete 30 unique challenges.",0
49,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",11,5,0,0,8,2500,0,"HowTo#200",,"Cards in the Hall","Play 5 Triple Triad matches in the Battlehall.",0
50,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",12,3,0,0,8,3000,0,"HowTo#200",,"Triple Tumble","Win 3 Triple Triad matches in the Battlehall.",0
51,"ContentsNoteCategory#5","ui/icon/061000/061827.tex",10,6,0,0,3,1000,60,"HowTo#219",,"The Customer Is Always Right","Complete 6 custom deliveries.",0
52,"ContentsNoteCategory#5","ui/icon/061000/061815.tex",8,50,5,5,3,1000,0,"HowTo#243",,"Spear Me","Spear 50 fish.",0
53,"ContentsNoteCategory#5","ui/icon/061000/061815.tex",9,20,5,5,3,2000,0,"HowTo#243",,"Spear Me (HQ)","Spear 20 high-quality fish.",0
54,"ContentsNoteCategory#2","ui/icon/061000/061806.tex",5,10,0,0,9,1000,0,"HowTo#240",,"Prepare to Dice","Participate in 10 Rival Wings campaigns.",0
55,"ContentsNoteCategory#2","ui/icon/061000/061806.tex",6,5,0,0,9,1000,0,"HowTo#240",,"Luck Be a Lady Tonight","Lead your alliance to victory in 5 Rival Wings campaigns.",0
56,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",1,30,10,5,3,1000,0,"HowTo#251",,"Forbidden Ice, Forbidden Lightning I","Defeat 30 ice- or lightning-aspected enemies no more than two elemental levels below your own.",0
57,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",2,60,10,15,3,1000,0,"HowTo#251",,"Forbidden Ice, Forbidden Lightning II","Defeat 60 ice- or lightning-aspected enemies no more than two elemental levels below your own.",0
58,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",3,30,10,5,3,1000,0,"HowTo#251",,"Forbidden Fire, Forbidden Earth I","Defeat 30 fire- or earth-aspected enemies no more than two elemental levels below your own.",0
59,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",4,60,10,15,3,1000,0,"HowTo#251",,"Forbidden Fire, Forbidden Earth II","Defeat 60 fire- or earth-aspected enemies no more than two elemental levels below your own.",0
60,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",5,30,10,5,3,1000,0,"HowTo#251",,"Forbidden Water, Forbidden Wind I","Defeat 30 water- or wind-aspected enemies no more than two elemental levels below your own.",0
61,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",6,60,10,15,3,1000,0,"HowTo#251",,"Forbidden Water, Forbidden Wind II","Defeat 60 water- or wind-aspected enemies no more than two elemental levels below your own.",0
62,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",7,20,10,5,3,1000,0,"HowTo#251",,"Forbidden Bone, Forbidden Ash I","Defeat 20 ashkin in Eureka with an elemental level equal to or higher than your own.",0
63,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",8,40,10,15,3,1000,0,"HowTo#251",,"Forbidden Bone, Forbidden Ash II","Defeat 40 ashkin in Eureka with an elemental level equal to or higher than your own.",0
64,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",9,10,10,5,3,1000,0,"HowTo#251",,"Forbidden Elements I","Defeat 10 sprites in Eureka with an elemental level equal to or higher than your own.",0
65,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",10,20,10,15,3,1000,0,"HowTo#251",,"Forbidden Elements II","Defeat 20 sprites in Eureka with an elemental level equal to or higher than your own.",0
66,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",13,1,0,0,8,5000,0,"HowTo#224",,"Come Play Lord I","Play Lord of Verminion 1 time.",0
67,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",15,5,0,0,8,12000,0,"HowTo#224",,"Come Play Lord III","Play Lord of Verminion 5 times.",0
68,"ContentsNoteCategory#8","ui/icon/061000/061812.tex",3,3,0,0,6,5000,0,"HowTo#0",,"Master and Commander","Successfully complete 3 command missions.",0
69,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",16,2,0,0,8,5000,0,"HowTo#0","Every Little Thing She Does Is Mahjong","Kiwami","Participate in 2 Doman Mahjong player matches.",0
70,"ContentsNoteCategory#3","ui/icon/061000/061809.tex",1,5,5,15,3,1000,0,"HowTo#0",,"In Your FATE I","Complete 5 FATEs with the highest rating possible.",1623900
71,"ContentsNoteCategory#3","ui/icon/061000/061809.tex",2,10,5,15,3,2000,0,"HowTo#0",,"In Your FATE II","Complete 10 FATEs with the highest rating possible.",1623900
72,"ContentsNoteCategory#5","ui/icon/061000/061816.tex",3,5,5,10,3,2000,0,"HowTo#0",,"My Big Break","Successfully desynthesize 5 items.
※Experience points may only be earned by crafting classes.",0
73,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
74,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
75,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
76,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
77,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
78,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
79,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
80,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
81,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
82,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
83,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
84,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
85,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
86,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
87,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"HowTo#0",,"","",0
