key,0,1,2,3,4
26,"ui/icon/192000/192315.tex","ui/icon/082000/082093.tex","BannerCondition#138",2014,"机工士"
27,"ui/icon/192000/192316.tex","ui/icon/082000/082093.tex","BannerCondition#139",2015,"舞者"
28,"ui/icon/192000/192317.tex","ui/icon/082000/082093.tex","BannerCondition#140",2016,"黑魔法师"
29,"ui/icon/192000/192318.tex","ui/icon/082000/082093.tex","BannerCondition#141",2017,"召唤师"
30,"ui/icon/192000/192319.tex","ui/icon/082000/082093.tex","BannerCondition#142",2018,"赤魔法师"
31,"ui/icon/192000/192401.tex","ui/icon/082000/082093.tex","BannerCondition#143",3000,"星极队"
32,"ui/icon/192000/192402.tex","ui/icon/082000/082093.tex","BannerCondition#144",3001,"灵极队"
33,"ui/icon/192000/192403.tex","ui/icon/082000/082093.tex","BannerCondition#145",3002,"水晶冲突：王者"
34,"ui/icon/192000/192404.tex","ui/icon/082000/082093.tex","BannerCondition#146",3003,"水晶冲突：勇者"
35,"ui/icon/192000/192405.tex","ui/icon/082000/082093.tex","BannerCondition#147",3004,"水晶冲突：获奖者"
36,"ui/icon/192000/192406.tex","ui/icon/082000/082093.tex","BannerCondition#148",3005,"水晶冲突：青铜"
37,"ui/icon/192000/192407.tex","ui/icon/082000/082093.tex","BannerCondition#149",3006,"水晶冲突：白银"
38,"ui/icon/192000/192408.tex","ui/icon/082000/082093.tex","BannerCondition#150",3007,"水晶冲突：黄金"
39,"ui/icon/192000/192409.tex","ui/icon/082000/082093.tex","BannerCondition#151",3008,"水晶冲突：白金"
40,"ui/icon/192000/192410.tex","ui/icon/082000/082093.tex","BannerCondition#152",3009,"水晶冲突：钻石"
41,"ui/icon/192000/192411.tex","ui/icon/082000/082093.tex","BannerCondition#153",3010,"水晶冲突：水晶"
42,,,"BannerCondition#0",0,""
43,,,"BannerCondition#0",0,""
44,,,"BannerCondition#0",0,""
45,,,"BannerCondition#0",0,""
46,,,"BannerCondition#0",0,""
47,,,"BannerCondition#0",0,""
48,,,"BannerCondition#0",0,""
49,,,"BannerCondition#0",0,""
50,,,"BannerCondition#0",0,""
51,,,"BannerCondition#0",0,""
52,,,"BannerCondition#0",0,""
53,,,"BannerCondition#0",0,""
54,,,"BannerCondition#0",0,""
55,,,"BannerCondition#0",0,""
56,,,"BannerCondition#0",0,""
57,,,"BannerCondition#0",0,""
58,,,"BannerCondition#0",0,""
59,,,"BannerCondition#0",0,""
60,,,"BannerCondition#0",0,""
61,,,"BannerCondition#0",0,""
62,,,"BannerCondition#0",0,""
63,,,"BannerCondition#0",0,""
64,,,"BannerCondition#0",0,""
65,,,"BannerCondition#0",0,""
66,,,"BannerCondition#0",0,""
67,,,"BannerCondition#0",0,""
68,,,"BannerCondition#0",0,""
69,,,"BannerCondition#0",0,""
70,,,"BannerCondition#0",0,""
71,,,"BannerCondition#0",0,""
72,,,"BannerCondition#0",0,""
73,,,"BannerCondition#0",0,""
74,,,"BannerCondition#0",0,""
75,,,"BannerCondition#0",0,""
76,,,"BannerCondition#0",0,""
77,,,"BannerCondition#0",0,""
78,,,"BannerCondition#0",0,""
79,,,"BannerCondition#0",0,""
80,,,"BannerCondition#0",0,""
81,,,"BannerCondition#0",0,""
82,,,"BannerCondition#0",0,""
83,,,"BannerCondition#0",0,""
84,,,"BannerCondition#0",0,""
85,,,"BannerCondition#0",0,""
86,,,"BannerCondition#0",0,""
87,,,"BannerCondition#0",0,""
88,,,"BannerCondition#0",0,""
89,,,"BannerCondition#0",0,""
90,,,"BannerCondition#0",0,""
91,,,"BannerCondition#0",0,""
92,,,"BannerCondition#0",0,""
93,,,"BannerCondition#0",0,""
94,,,"BannerCondition#0",0,""
95,,,"BannerCondition#0",0,""
96,,,"BannerCondition#0",0,""
97,,,"BannerCondition#0",0,""
98,,,"BannerCondition#0",0,""
99,,,"BannerCondition#0",0,""
100,,,"BannerCondition#0",0,""
