key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
36,3,"鍛冶","RecipeLevelTable#12","オーナメンタルハンマー",1,"アマチュアチェーサーハンマー",1,"ブロンズリベット",2,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
37,3,"鍛冶","RecipeLevelTable#13","メタルナックル",1,"ブロンズインゴット",2,"ハードレザー",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
38,3,"鍛冶","RecipeLevelTable#13","スパタ",1,"ブロンズインゴット",1,"ハードレザー",1,"ラムの角",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
39,3,"鍛冶","RecipeLevelTable#14","スパイクドラブリュス",1,"ブロンズインゴット",3,"アッシュ材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
40,3,"鍛冶","RecipeLevelTable#14","ブラスヘッドナイフ",1,"ヘッドナイフ",1,"砂岩砥石",1,"ブラスインゴット",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
41,3,"鍛冶","RecipeLevelTable#15","バードビークハンマー",1,"ブロンズインゴット",1,"綿布",1,"アッシュ材",1,"ジェリーオイル",1,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
42,3,"鍛冶","RecipeLevelTable#15","レイジングハンマー",1,"ブロンズインゴット",1,"ブロンズプレート",1,"アッシュ材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
43,1,"鍛冶","RecipeLevelTable#16","アイアンインゴット",1,"鉄鉱",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,,0,"RecipeNotebookList#0",False,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
44,3,"鍛冶","RecipeLevelTable#16","プルームドピック",1,"ピック",1,"ハードレザー",1,"クロウの羽根",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
45,3,"鍛冶","RecipeLevelTable#16","ブラスバスタードソード",1,"バスタードソード",1,"ブラスインゴット",2,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
46,3,"鍛冶","RecipeLevelTable#16","チョコボテイルソー",1,"アマチュアソー",1,"ブロンズリベット",2,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
47,3,"鍛冶","RecipeLevelTable#16","ブラスナックル",1,"メタルナックル",1,"ブラスインゴット",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
48,3,"鍛冶","RecipeLevelTable#17","アイアンウォーアクス",1,"アイアンインゴット",2,"アッシュ材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
49,3,"鍛冶","RecipeLevelTable#17","アイアンハチェット",1,"アイアンインゴット",1,"アッシュ材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
50,3,"鍛冶","RecipeLevelTable#17","アイアンラブリュス",1,"アイアンインゴット",2,"エルム材",1,"ハードレザー",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
51,1,"鍛冶","RecipeLevelTable#18","アイアンリベット",1,"アイアンインゴット",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,,0,"RecipeNotebookList#0",False,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
52,3,"鍛冶","RecipeLevelTable#18","アイアン・クロスペインハンマー",1,"アイアンインゴット",1,"綿布",1,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
53,3,"鍛冶","RecipeLevelTable#18","アイアンチェーサーハンマー",1,"アイアンインゴット",1,"アイアンリベット",1,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
54,3,"鍛冶","RecipeLevelTable#18","アイアンドーミングハンマー",1,"アイアンインゴット",1,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
55,3,"鍛冶","RecipeLevelTable#19","アイアンアウル",1,"アイアンインゴット",1,"エルム材",1,"クローヴオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
56,3,"鍛冶","RecipeLevelTable#19","イニシエートハチェット",1,"アイアンインゴット",1,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
57,3,"鍛冶","RecipeLevelTable#19","イニシエートヘッドナイフ",1,"アイアンインゴット",1,"アッシュ材",1,"泥岩砥石",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
58,3,"鍛冶","RecipeLevelTable#19","イニシエートモール",1,"アイアンインゴット",1,"エルム材",1,"魚にかわ",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
59,3,"鍛冶","RecipeLevelTable#20","ブラスヴァイキングソード",1,"ヴァイキングソード",1,"ブラスインゴット",1,"アルドゴートレザー",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
60,3,"鍛冶","RecipeLevelTable#20","アイアンピック",1,"アイアンインゴット",1,"綿布",1,"アッシュ材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
61,3,"鍛冶","RecipeLevelTable#20","イニシエートソー",1,"アイアンインゴット",1,"アイアンリベット",1,"アッシュ材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
62,3,"鍛冶","RecipeLevelTable#20","アイアンクローハンマー",1,"アイアンインゴット",1,"エルム材",1,"ジェリーオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
63,3,"鍛冶","RecipeLevelTable#20","カルネージソード",1,"ブラスバスタードソード",1,"アルドゴートレザー",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",1,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
64,3,"鍛冶","RecipeLevelTable#21","アイアンクリナリーナイフ",1,"アイアンインゴット",1,"エルム材",1,"泥岩砥石",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
65,3,"鍛冶","RecipeLevelTable#21","アイアンサイズ",1,"アイアンインゴット",1,"エルム材",1,"泥岩砥石",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
66,3,"鍛冶","RecipeLevelTable#21","アイアンモーター",1,"アイアンインゴット",2,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
67,3,"鍛冶","RecipeLevelTable#21","インフェルノアクス",1,"アイアンウォーアクス",1,"アイアンインゴット",1,"ブラスインゴット",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
68,3,"鍛冶","RecipeLevelTable#21","イニシエート・クロスペインハンマー",1,"アイアンインゴット",1,"綿布",1,"ユー材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
69,3,"鍛冶","RecipeLevelTable#21","イニシエートチェーサーハンマー",1,"アイアンインゴット",1,"アイアンリベット",1,"ユー材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
70,3,"鍛冶","RecipeLevelTable#21","イニシエートドーミングハンマー",1,"アイアンインゴット",1,"ユー材",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
71,3,"鍛冶","RecipeLevelTable#22","アイアンファイル",1,"アイアンインゴット",2,"アルドゴートレザー",1,"",0,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
72,3,"鍛冶","RecipeLevelTable#22","アイアンプライヤー",1,"アイアンインゴット",1,"アイアンリベット",1,"クローヴオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
73,3,"鍛冶","RecipeLevelTable#22","イニシエートピック",1,"アイアンインゴット",1,"綿布",1,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
74,3,"鍛冶","RecipeLevelTable#22","ショートソード",1,"アイアンインゴット",2,"エルム材",1,"アルドゴートレザー",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
75,3,"鍛冶","RecipeLevelTable#23","アイアンモール",1,"アイアンインゴット",1,"エルム材",1,"魚にかわ",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
76,3,"鍛冶","RecipeLevelTable#23","イニシエートアウル",1,"アイアンインゴット",1,"ユー材",1,"クローヴオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
77,3,"鍛冶","RecipeLevelTable#23","スパイクナックル",1,"アイアンプレート",1,"アイアンインゴット",1,"アルドゴートレザー",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",1,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
78,3,"鍛冶","RecipeLevelTable#24","ビル",1,"アイアンインゴット",2,"ユー材",1,"クローヴオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
79,3,"鍛冶","RecipeLevelTable#24","ブラスハチェット",1,"イニシエートハチェット",1,"ブラスインゴット",1,"クローヴオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",2,"RecipeNotebookList#0",True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0,65535,0
80,3,"鍛冶","RecipeLevelTable#24","レリーフアイアンソー",1,"アイアンインゴット",1,"アイアンリベット",1,"エルム材",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
81,3,"鍛冶","RecipeLevelTable#24","イニシエートクローハンマー",1,"アイアンインゴット",1,"ユー材",1,"クラブオイル",1,"",0,"",0,"",0,"",0,"",0,"ファイアシャード",2,"アースシャード",2,"RecipeNotebookList#0",True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0,65535,0
